[YIdeal]
3502	
x	y
0	0
0.344976 3.16E-11
0.68992	-4.51E-10
1.03483	-2.17E-09
1.37971	-5.86E-09
1.72457	-1.22E-08
2.06938	-2.21E-08
2.41417	-3.61E-08
2.75893	-5.52E-08
3.10365	-8.01E-08
3.44835	-1.12E-07
3.79301	-1.51E-07
4.13764	-2.00E-07
4.48224	-2.58E-07
4.82681	-3.28E-07
5.17135	-4.10E-07
5.51586	-5.07E-07
5.86033	-6.20E-07
6.20477	-7.51E-07
6.54919	-9.01E-07
6.89357	-1.07E-06
7.23792	-1.27E-06
7.58224	-1.49E-06
7.92653	-1.75E-06
8.27078	-2.03E-06
8.61501	-2.35E-06
8.9592	-2.70E-06
9.30336	-3.10E-06
9.6475	-3.54E-06
9.9916	-4.02E-06
10.3357	-4.55E-06
10.6797	-5.13E-06
11.0237	-5.77E-06
11.3677	-6.47E-06
11.7116	-7.23E-06
12.0555	-8.04E-06
12.3994	-8.93E-06
12.7433	-9.88E-06
13.0871	-1.09E-05
13.4309	-1.20E-05
13.7746	-1.32E-05
14.1184	-1.44E-05
14.4621	-1.58E-05
14.8057	-1.72E-05
15.1494	-1.87E-05
15.493	-2.03E-05
15.8365	-2.20E-05
16.1801	-2.38E-05
16.5236	-2.57E-05
16.8671	-2.77E-05
17.2105	-2.98E-05
17.5539	-3.20E-05
17.8973	-3.43E-05
18.2407	-3.67E-05
18.584	-3.93E-05
18.9273	-4.20E-05
19.2705	-4.48E-05
19.6138	-4.77E-05
19.957	-5.07E-05
20.3001	-5.39E-05
20.6433	-5.73E-05
20.9864	-6.07E-05
21.3294	-6.44E-05
21.6725	-6.81E-05
22.0155	-7.20E-05
22.3585	-7.61E-05
22.7014	-8.04E-05
23.0443	-8.48E-05
23.3872	-8.93E-05
23.7301	-9.41E-05
24.0729	-9.90E-05
24.4157	-0.000104049
24.7585	-0.000109308
25.1012	-0.000114747
25.4439	-0.000120369
25.7866	-0.000126176
26.1292	-0.000132171
26.4718	-0.000138356
26.8144	-0.000144733
27.157	-0.000151305
