    Time, Position (x), Position (y), Position(z), Orientation (x), Orientation (y), Orientation (z)
 [seconds], [m], [m], [m], [rad], [rad], [rad]
12.51,6380731.386,-9.044,3106.6041,-0.0084,0.501,-0.0137
12.52,6380732.533,-9.0598,3108.7052,-0.0084,0.5006,-0.0138
12.53,6380733.678,-9.0755,3110.8059,-0.0084,0.5002,-0.0138
12.54,6380734.822,-9.0913,3112.9064,-0.0084,0.4999,-0.0138
12.55,6380735.965,-9.1071,3115.0065,-0.0084,0.4995,-0.0138
12.56,6380737.107,-9.1229,3117.1064,-0.0085,0.4992,-0.0138
12.57,6380738.248,-9.1387,3119.206,-0.0085,0.4988,-0.0138
12.58,6380739.388,-9.1546,3121.3054,-0.0085,0.4985,-0.0138
12.59,6380740.526,-9.1704,3123.4044,-0.0085,0.4981,-0.0139
12.6,6380741.664,-9.1863,3125.5032,-0.0085,0.4977,-0.0139
12.61,6380742.8,-9.2022,3127.6016,-0.0085,0.4974,-0.0139
12.62,6380743.935,-9.2181,3129.6998,-0.0085,0.497,-0.0139
12.63,6380745.069,-9.234,3131.7977,-0.0085,0.4967,-0.0139
12.64,6380746.202,-9.2499,3133.8954,-0.0085,0.4963,-0.0139
12.65,6380747.334,-9.2659,3135.9927,-0.0085,0.4959,-0.014
12.66,6380748.464,-9.2819,3138.0898,-0.0085,0.4956,-0.014
12.67,6380749.594,-9.2979,3140.1866,-0.0085,0.4952,-0.014
12.68,6380750.722,-9.3139,3142.2831,-0.0085,0.4949,-0.014
12.69,6380751.849,-9.3299,3144.3793,-0.0086,0.4945,-0.014
12.7,6380752.976,-9.3459,3146.4753,-0.0086,0.4941,-0.014
12.71,6380754.101,-9.362,3148.5709,-0.0086,0.4938,-0.0141
12.72,6380755.224,-9.3781,3150.6663,-0.0086,0.4934,-0.0141
12.73,6380756.347,-9.3942,3152.7614,-0.0086,0.493,-0.0141
12.74,6380757.469,-9.4103,3154.8562,-0.0086,0.4927,-0.0141
12.75,6380758.589,-9.4264,3156.9508,-0.0086,0.4923,-0.0141
12.76,6380759.708,-9.4425,3159.045,-0.0086,0.492,-0.0141
12.77,6380760.827,-9.4587,3161.139,-0.0086,0.4916,-0.0141
12.78,6380761.944,-9.4749,3163.2327,-0.0086,0.4912,-0.0142
12.79,6380763.06,-9.4911,3165.3262,-0.0086,0.4909,-0.0142
12.8,6380764.174,-9.5073,3167.4193,-0.0086,0.4905,-0.0142
12.81,6380765.288,-9.5235,3169.5122,-0.0086,0.4901,-0.0142
12.82,6380766.401,-9.5397,3171.6048,-0.0086,0.4898,-0.0142
12.83,6380767.512,-9.556,3173.6971,-0.0087,0.4894,-0.0142
12.84,6380768.622,-9.5723,3175.7891,-0.0087,0.4891,-0.0142
12.85,6380769.732,-9.5886,3177.8809,-0.0087,0.4887,-0.0143
12.86,6380770.84,-9.6049,3179.9723,-0.0087,0.4883,-0.0143
12.87,6380771.947,-9.6212,3182.0635,-0.0087,0.488,-0.0143
12.88,6380773.052,-9.6376,3184.1545,-0.0087,0.4876,-0.0143
12.89,6380774.157,-9.6539,3186.2451,-0.0087,0.4872,-0.0143
12.9,6380775.261,-9.6703,3188.3355,-0.0087,0.4869,-0.0143
12.91,6380776.363,-9.6867,3190.4256,-0.0087,0.4865,-0.0144
12.92,6380777.464,-9.7031,3192.5154,-0.0087,0.4861,-0.0144
12.93,6380778.565,-9.7196,3194.6049,-0.0087,0.4858,-0.0144
12.94,6380779.664,-9.736,3196.6942,-0.0087,0.4854,-0.0144
12.95,6380780.762,-9.7525,3198.7832,-0.0087,0.485,-0.0144
12.96,6380781.858,-9.769,3200.8719,-0.0087,0.4847,-0.0144
12.97,6380782.954,-9.7855,3202.9603,-0.0088,0.4843,-0.0144
12.98,6380784.049,-9.802,3205.0485,-0.0088,0.484,-0.0145
12.99,6380785.142,-9.8185,3207.1363,-0.0088,0.4836,-0.0145
13,6380786.234,-9.8351,3209.224,-0.0088,0.4832,-0.0145
13.01,6380787.326,-9.8516,3211.3113,-0.0088,0.4829,-0.0145
13.02,6380788.416,-9.8682,3213.3983,-0.0088,0.4825,-0.0145
13.03,6380789.505,-9.8848,3215.4851,-0.0088,0.4821,-0.0145
13.04,6380790.592,-9.9014,3217.5716,-0.0088,0.4817,-0.0146
13.05,6380791.679,-9.9181,3219.6579,-0.0088,0.4814,-0.0146
13.06,6380792.765,-9.9347,3221.7438,-0.0088,0.481,-0.0146
13.07,6380793.849,-9.9514,3223.8295,-0.0088,0.4806,-0.0146
13.08,6380794.932,-9.9681,3225.9149,-0.0088,0.4803,-0.0146
13.09,6380796.015,-9.9848,3228,-0.0088,0.4799,-0.0146
13.1,6380797.096,-10.0015,3230.0849,-0.0088,0.4795,-0.0147
13.11,6380798.176,-10.0182,3232.1695,-0.0089,0.4792,-0.0147
13.12,6380799.255,-10.035,3234.2538,-0.0089,0.4788,-0.0147
13.13,6380800.332,-10.0518,3236.3379,-0.0089,0.4784,-0.0147
13.14,6380801.409,-10.0686,3238.4216,-0.0089,0.4781,-0.0147
13.15,6380802.484,-10.0854,3240.5051,-0.0089,0.4777,-0.0147
13.16,6380803.559,-10.1022,3242.5883,-0.0089,0.4773,-0.0147
13.17,6380804.632,-10.119,3244.6713,-0.0089,0.477,-0.0148
13.18,6380805.704,-10.1359,3246.754,-0.0089,0.4766,-0.0148
13.19,6380806.775,-10.1528,3248.8364,-0.0089,0.4762,-0.0148
13.2,6380807.845,-10.1697,3250.9185,-0.0089,0.4759,-0.0148
13.21,6380808.914,-10.1866,3253.0004,-0.0089,0.4755,-0.0148
13.22,6380809.982,-10.2035,3255.082,-0.0089,0.4751,-0.0148
13.23,6380811.048,-10.2205,3257.1633,-0.0089,0.4747,-0.0149
13.24,6380812.114,-10.2374,3259.2443,-0.0089,0.4744,-0.0149
13.25,6380813.178,-10.2544,3261.3251,-0.009,0.474,-0.0149
13.26,6380814.241,-10.2714,3263.4056,-0.009,0.4736,-0.0149
13.27,6380815.303,-10.2884,3265.4859,-0.009,0.4733,-0.0149
13.28,6380816.364,-10.3055,3267.5658,-0.009,0.4729,-0.0149
13.29,6380817.424,-10.3225,3269.6455,-0.009,0.4725,-0.015
13.3,6380818.483,-10.3396,3271.725,-0.009,0.4721,-0.015
13.31,6380819.54,-10.3567,3273.8041,-0.009,0.4718,-0.015
13.32,6380820.597,-10.3738,3275.883,-0.009,0.4714,-0.015
13.33,6380821.652,-10.3909,3277.9616,-0.009,0.471,-0.015
13.34,6380822.706,-10.408,3280.04,-0.009,0.4706,-0.015
13.35,6380823.76,-10.4252,3282.118,-0.009,0.4703,-0.015
13.36,6380824.812,-10.4423,3284.1958,-0.009,0.4699,-0.0151
13.37,6380825.863,-10.4595,3286.2734,-0.009,0.4695,-0.0151
13.38,6380826.912,-10.4767,3288.3507,-0.0091,0.4692,-0.0151
13.39,6380827.961,-10.494,3290.4277,-0.0091,0.4688,-0.0151
13.4,6380829.009,-10.5112,3292.5044,-0.0091,0.4684,-0.0151
13.41,6380830.055,-10.5285,3294.5809,-0.0091,0.468,-0.0151
13.42,6380831.1,-10.5457,3296.6571,-0.0091,0.4677,-0.0152
13.43,6380832.145,-10.563,3298.733,-0.0091,0.4673,-0.0152
13.44,6380833.188,-10.5803,3300.8086,-0.0091,0.4669,-0.0152
13.45,6380834.23,-10.5977,3302.884,-0.0091,0.4665,-0.0152
13.46,6380835.271,-10.615,3304.9592,-0.0091,0.4662,-0.0152
13.47,6380836.31,-10.6324,3307.034,-0.0091,0.4658,-0.0152
13.48,6380837.349,-10.6498,3309.1086,-0.0091,0.4654,-0.0153
13.49,6380838.387,-10.6672,3311.1829,-0.0091,0.465,-0.0153
13.5,6380839.423,-10.6846,3313.257,-0.0091,0.4647,-0.0153
13.51,6380840.458,-10.702,3315.3308,-0.0091,0.4643,-0.0153
13.52,6380841.493,-10.7195,3317.4043,-0.0092,0.4639,-0.0153
13.53,6380842.526,-10.7369,3319.4776,-0.0092,0.4635,-0.0153
13.54,6380843.558,-10.7544,3321.5505,-0.0092,0.4632,-0.0154
13.55,6380844.589,-10.7719,3323.6233,-0.0092,0.4628,-0.0154
13.56,6380845.618,-10.7894,3325.6957,-0.0092,0.4624,-0.0154
13.57,6380846.647,-10.807,3327.7679,-0.0092,0.462,-0.0154
13.58,6380847.675,-10.8245,3329.8399,-0.0092,0.4616,-0.0154
13.59,6380848.701,-10.8421,3331.9115,-0.0092,0.4613,-0.0154
13.6,6380849.726,-10.8597,3333.9829,-0.0092,0.4609,-0.0155
13.61,6380850.751,-10.8773,3336.054,-0.0092,0.4605,-0.0155
13.62,6380851.774,-10.8949,3338.1249,-0.0092,0.4601,-0.0155
13.63,6380852.796,-10.9126,3340.1955,-0.0092,0.4598,-0.0155
13.64,6380853.817,-10.9302,3342.2658,-0.0092,0.4594,-0.0155
13.65,6380854.836,-10.9479,3344.3359,-0.0092,0.459,-0.0155
13.66,6380855.855,-10.9656,3346.4057,-0.0093,0.4586,-0.0156
13.67,6380856.873,-10.9833,3348.4753,-0.0093,0.4582,-0.0156
13.68,6380857.889,-11.0011,3350.5446,-0.0093,0.4579,-0.0156
13.69,6380858.904,-11.0188,3352.6136,-0.0093,0.4575,-0.0156
13.7,6380859.919,-11.0366,3354.6823,-0.0093,0.4571,-0.0156
13.71,6380860.932,-11.0544,3356.7508,-0.0093,0.4567,-0.0156
13.72,6380861.944,-11.0722,3358.819,-0.0093,0.4563,-0.0157
13.73,6380862.955,-11.09,3360.887,-0.0093,0.456,-0.0157
13.74,6380863.965,-11.1078,3362.9547,-0.0093,0.4556,-0.0157
13.75,6380864.973,-11.1257,3365.0221,-0.0093,0.4552,-0.0157
13.76,6380865.981,-11.1436,3367.0893,-0.0093,0.4548,-0.0157
13.77,6380866.987,-11.1615,3369.1562,-0.0093,0.4544,-0.0157
13.78,6380867.993,-11.1794,3371.2229,-0.0093,0.4541,-0.0157
13.79,6380868.997,-11.1973,3373.2893,-0.0093,0.4537,-0.0158
13.8,6380870,-11.2152,3375.3554,-0.0094,0.4533,-0.0158
13.81,6380871.002,-11.2332,3377.4212,-0.0094,0.4529,-0.0158
13.82,6380872.003,-11.2512,3379.4868,-0.0094,0.4525,-0.0158
13.83,6380873.003,-11.2692,3381.5522,-0.0094,0.4521,-0.0158
13.84,6380874.002,-11.2872,3383.6173,-0.0094,0.4518,-0.0158
13.85,6380875,-11.3052,3385.6821,-0.0094,0.4514,-0.0159
13.86,6380875.996,-11.3233,3387.7466,-0.0094,0.451,-0.0159
13.87,6380876.992,-11.3413,3389.8109,-0.0094,0.4506,-0.0159
13.88,6380877.986,-11.3594,3391.8749,-0.0094,0.4502,-0.0159
13.89,6380878.979,-11.3775,3393.9387,-0.0094,0.4498,-0.0159
13.9,6380879.971,-11.3957,3396.0022,-0.0094,0.4495,-0.0159
13.91,6380880.962,-11.4138,3398.0655,-0.0094,0.4491,-0.016
13.92,6380881.952,-11.432,3400.1285,-0.0094,0.4487,-0.016
13.93,6380882.941,-11.4501,3402.1912,-0.0094,0.4483,-0.016
13.94,6380883.929,-11.4683,3404.2537,-0.0095,0.4479,-0.016
13.95,6380884.915,-11.4865,3406.3159,-0.0095,0.4475,-0.016
13.96,6380885.901,-11.5048,3408.3778,-0.0095,0.4472,-0.016
13.97,6380886.885,-11.523,3410.4395,-0.0095,0.4468,-0.0161
13.98,6380887.869,-11.5413,3412.5009,-0.0095,0.4464,-0.0161
13.99,6380888.851,-11.5596,3414.5621,-0.0095,0.446,-0.0161
14,6380889.832,-11.5779,3416.623,-0.0095,0.4456,-0.0161
14.01,6380890.812,-11.5962,3418.6837,-0.0095,0.4452,-0.0161
14.02,6380891.791,-11.6145,3420.744,-0.0095,0.4448,-0.0161
14.03,6380892.768,-11.6329,3422.8042,-0.0095,0.4445,-0.0162
14.04,6380893.745,-11.6512,3424.8641,-0.0095,0.4441,-0.0162
14.05,6380894.721,-11.6696,3426.9237,-0.0095,0.4437,-0.0162
14.06,6380895.695,-11.688,3428.983,-0.0095,0.4433,-0.0162
14.07,6380896.669,-11.7065,3431.0421,-0.0095,0.4429,-0.0162
14.08,6380897.641,-11.7249,3433.101,-0.0096,0.4425,-0.0162
14.09,6380898.612,-11.7434,3435.1595,-0.0096,0.4421,-0.0163
14.1,6380899.582,-11.7619,3437.2179,-0.0096,0.4417,-0.0163
14.11,6380900.551,-11.7804,3439.2759,-0.0096,0.4414,-0.0163
14.12,6380901.519,-11.7989,3441.3337,-0.0096,0.441,-0.0163
14.13,6380902.486,-11.8174,3443.3913,-0.0096,0.4406,-0.0163
14.14,6380903.451,-11.836,3445.4486,-0.0096,0.4402,-0.0163
14.15,6380904.416,-11.8545,3447.5056,-0.0096,0.4398,-0.0164
14.16,6380905.38,-11.8731,3449.5624,-0.0096,0.4394,-0.0164
14.17,6380906.342,-11.8917,3451.6189,-0.0096,0.439,-0.0164
14.18,6380907.303,-11.9103,3453.6752,-0.0096,0.4386,-0.0164
14.19,6380908.263,-11.929,3455.7312,-0.0096,0.4383,-0.0164
14.2,6380909.222,-11.9477,3457.7869,-0.0096,0.4379,-0.0164
14.21,6380910.18,-11.9663,3459.8424,-0.0096,0.4375,-0.0165
14.22,6380911.137,-11.985,3461.8977,-0.0097,0.4371,-0.0165
14.23,6380912.093,-12.0037,3463.9526,-0.0097,0.4367,-0.0165
14.24,6380913.048,-12.0225,3466.0074,-0.0097,0.4363,-0.0165
14.25,6380914.001,-12.0412,3468.0618,-0.0097,0.4359,-0.0165
14.26,6380914.954,-12.06,3470.116,-0.0097,0.4355,-0.0165
14.27,6380915.905,-12.0788,3472.17,-0.0097,0.4351,-0.0166
14.28,6380916.856,-12.0976,3474.2237,-0.0097,0.4347,-0.0166
14.29,6380917.805,-12.1164,3476.2772,-0.0097,0.4343,-0.0166
14.3,6380918.753,-12.1352,3478.3303,-0.0097,0.434,-0.0166
14.31,6380919.7,-12.1541,3480.3833,-0.0097,0.4336,-0.0166
14.32,6380920.646,-12.173,3482.436,-0.0097,0.4332,-0.0166
14.33,6380921.591,-12.1919,3484.4884,-0.0097,0.4328,-0.0167
14.34,6380922.535,-12.2108,3486.5406,-0.0097,0.4324,-0.0167
14.35,6380923.477,-12.2297,3488.5925,-0.0097,0.432,-0.0167
14.36,6380924.419,-12.2487,3490.6441,-0.0098,0.4316,-0.0167
14.37,6380925.359,-12.2676,3492.6955,-0.0098,0.4312,-0.0167
14.38,6380926.298,-12.2866,3494.7467,-0.0098,0.4308,-0.0167
14.39,6380927.237,-12.3056,3496.7976,-0.0098,0.4304,-0.0168
14.4,6380928.174,-12.3247,3498.8482,-0.0098,0.43,-0.0168
14.41,6380929.11,-12.3437,3500.8986,-0.0098,0.4296,-0.0168
14.42,6380930.045,-12.3628,3502.9488,-0.0098,0.4292,-0.0168
14.43,6380930.979,-12.3818,3504.9987,-0.0098,0.4289,-0.0168
14.44,6380931.912,-12.4009,3507.0483,-0.0098,0.4285,-0.0168
14.45,6380932.843,-12.42,3509.0977,-0.0098,0.4281,-0.0169
14.46,6380933.774,-12.4392,3511.1468,-0.0098,0.4277,-0.0169
14.47,6380934.703,-12.4583,3513.1957,-0.0098,0.4273,-0.0169
14.48,6380935.632,-12.4775,3515.2443,-0.0098,0.4269,-0.0169
14.49,6380936.559,-12.4967,3517.2927,-0.0098,0.4265,-0.0169
14.5,6380937.485,-12.5159,3519.3408,-0.0099,0.4261,-0.0169
14.51,6380938.41,-12.5351,3521.3886,-0.0099,0.4257,-0.017
14.52,6380939.334,-12.5543,3523.4363,-0.0099,0.4253,-0.017
14.53,6380940.257,-12.5736,3525.4836,-0.0099,0.4249,-0.017
14.54,6380941.179,-12.5929,3527.5307,-0.0099,0.4245,-0.017
14.55,6380942.1,-12.6122,3529.5776,-0.0099,0.4241,-0.017
14.56,6380943.02,-12.6315,3531.6242,-0.0099,0.4237,-0.0171
14.57,6380943.938,-12.6508,3533.6705,-0.0099,0.4233,-0.0171
14.58,6380944.856,-12.6702,3535.7166,-0.0099,0.4229,-0.0171
14.59,6380945.772,-12.6895,3537.7625,-0.0099,0.4225,-0.0171
14.6,6380946.687,-12.7089,3539.8081,-0.0099,0.4221,-0.0171
14.61,6380947.602,-12.7283,3541.8534,-0.0099,0.4217,-0.0171
14.62,6380948.515,-12.7478,3543.8985,-0.0099,0.4213,-0.0172
14.63,6380949.427,-12.7672,3545.9433,-0.0099,0.4209,-0.0172
14.64,6380950.338,-12.7867,3547.9879,-0.01,0.4205,-0.0172
14.65,6380951.248,-12.8061,3550.0323,-0.01,0.4201,-0.0172
14.66,6380952.156,-12.8256,3552.0764,-0.01,0.4197,-0.0172
14.67,6380953.064,-12.8452,3554.1202,-0.01,0.4193,-0.0172
14.68,6380953.971,-12.8647,3556.1638,-0.01,0.4189,-0.0173
14.69,6380954.876,-12.8842,3558.2071,-0.01,0.4186,-0.0173
14.7,6380955.781,-12.9038,3560.2502,-0.01,0.4182,-0.0173
14.71,6380956.684,-12.9234,3562.2931,-0.01,0.4178,-0.0173
14.72,6380957.586,-12.943,3564.3357,-0.01,0.4174,-0.0173
14.73,6380958.487,-12.9626,3566.378,-0.01,0.417,-0.0173
14.74,6380959.387,-12.9823,3568.4201,-0.01,0.4166,-0.0174
14.75,6380960.286,-13.0019,3570.462,-0.01,0.4162,-0.0174
14.76,6380961.184,-13.0216,3572.5035,-0.01,0.4158,-0.0174
14.77,6380962.081,-13.0413,3574.5449,-0.01,0.4154,-0.0174
14.78,6380962.977,-13.061,3576.586,-0.01,0.415,-0.0174
14.79,6380963.871,-13.0808,3578.6268,-0.0101,0.4146,-0.0174
14.8,6380964.765,-13.1005,3580.6674,-0.0101,0.4142,-0.0175
14.81,6380965.657,-13.1203,3582.7078,-0.0101,0.4138,-0.0175
14.82,6380966.548,-13.1401,3584.7479,-0.0101,0.4134,-0.0175
14.83,6380967.439,-13.1599,3586.7877,-0.0101,0.4129,-0.0175
14.84,6380968.328,-13.1797,3588.8273,-0.0101,0.4125,-0.0175
14.85,6380969.216,-13.1996,3590.8667,-0.0101,0.4121,-0.0175
14.86,6380970.103,-13.2195,3592.9058,-0.0101,0.4117,-0.0176
14.87,6380970.989,-13.2393,3594.9447,-0.0101,0.4113,-0.0176
14.88,6380971.874,-13.2592,3596.9833,-0.0101,0.4109,-0.0176
14.89,6380972.757,-13.2792,3599.0217,-0.0101,0.4105,-0.0176
14.9,6380973.64,-13.2991,3601.0598,-0.0101,0.4101,-0.0176
14.91,6380974.522,-13.3191,3603.0977,-0.0101,0.4097,-0.0177
14.92,6380975.402,-13.339,3605.1353,-0.0101,0.4093,-0.0177
14.93,6380976.282,-13.359,3607.1727,-0.0102,0.4089,-0.0177
14.94,6380977.16,-13.3791,3609.2098,-0.0102,0.4085,-0.0177
14.95,6380978.037,-13.3991,3611.2467,-0.0102,0.4081,-0.0177
14.96,6380978.913,-13.4191,3613.2833,-0.0102,0.4077,-0.0177
14.97,6380979.788,-13.4392,3615.3197,-0.0102,0.4073,-0.0178
14.98,6380980.662,-13.4593,3617.3558,-0.0102,0.4069,-0.0178
14.99,6380981.535,-13.4794,3619.3917,-0.0102,0.4065,-0.0178
15,6380982.407,-13.4995,3621.4274,-0.0102,0.4061,-0.0178
15.01,6380983.278,-13.5197,3623.4628,-0.0102,0.4057,-0.0178
15.02,6380984.147,-13.5398,3625.498,-0.0102,0.4053,-0.0178
15.03,6380985.016,-13.56,3627.5329,-0.0102,0.4049,-0.0179
15.04,6380985.883,-13.5802,3629.5676,-0.0102,0.4045,-0.0179
15.05,6380986.75,-13.6005,3631.602,-0.0102,0.4041,-0.0179
15.06,6380987.615,-13.6207,3633.6362,-0.0102,0.4037,-0.0179
15.07,6380988.479,-13.6409,3635.6701,-0.0102,0.4033,-0.0179
15.08,6380989.342,-13.6612,3637.7038,-0.0103,0.4029,-0.0179
15.09,6380990.204,-13.6815,3639.7372,-0.0103,0.4024,-0.018
15.1,6380991.065,-13.7018,3641.7704,-0.0103,0.402,-0.018
15.11,6380991.925,-13.7222,3643.8034,-0.0103,0.4016,-0.018
15.12,6380992.784,-13.7425,3645.8361,-0.0103,0.4012,-0.018
15.13,6380993.642,-13.7629,3647.8686,-0.0103,0.4008,-0.018
15.14,6380994.498,-13.7833,3649.9008,-0.0103,0.4004,-0.0181
15.15,6380995.354,-13.8037,3651.9327,-0.0103,0.4,-0.0181
15.16,6380996.208,-13.8241,3653.9645,-0.0103,0.3996,-0.0181
15.17,6380997.062,-13.8445,3655.996,-0.0103,0.3992,-0.0181
15.18,6380997.914,-13.865,3658.0272,-0.0103,0.3988,-0.0181
15.19,6380998.765,-13.8855,3660.0582,-0.0103,0.3984,-0.0181
15.2,6380999.616,-13.906,3662.089,-0.0103,0.398,-0.0182
15.21,6381000.465,-13.9265,3664.1195,-0.0103,0.3976,-0.0182
15.22,6381001.313,-13.947,3666.1498,-0.0104,0.3971,-0.0182
15.23,6381002.16,-13.9676,3668.1798,-0.0104,0.3967,-0.0182
15.24,6381003.005,-13.9882,3670.2096,-0.0104,0.3963,-0.0182
15.25,6381003.85,-14.0088,3672.2391,-0.0104,0.3959,-0.0182
15.26,6381004.694,-14.0294,3674.2684,-0.0104,0.3955,-0.0183
15.27,6381005.536,-14.05,3676.2975,-0.0104,0.3951,-0.0183
15.28,6381006.378,-14.0707,3678.3263,-0.0104,0.3947,-0.0183
15.29,6381007.218,-14.0913,3680.3548,-0.0104,0.3943,-0.0183
15.3,6381008.058,-14.112,3682.3832,-0.0104,0.3939,-0.0183
15.31,6381008.896,-14.1327,3684.4113,-0.0104,0.3935,-0.0183
15.32,6381009.733,-14.1535,3686.4391,-0.0104,0.3931,-0.0184
15.33,6381010.569,-14.1742,3688.4667,-0.0104,0.3926,-0.0184
15.34,6381011.404,-14.195,3690.4941,-0.0104,0.3922,-0.0184
15.35,6381012.238,-14.2158,3692.5212,-0.0104,0.3918,-0.0184
15.36,6381013.071,-14.2366,3694.5481,-0.0104,0.3914,-0.0184
15.37,6381013.903,-14.2574,3696.5747,-0.0105,0.391,-0.0185
15.38,6381014.734,-14.2782,3698.6011,-0.0105,0.3906,-0.0185
15.39,6381015.564,-14.2991,3700.6272,-0.0105,0.3902,-0.0185
15.4,6381016.392,-14.3199,3702.6531,-0.0105,0.3898,-0.0185
15.41,6381017.22,-14.3408,3704.6788,-0.0105,0.3893,-0.0185
15.42,6381018.046,-14.3618,3706.7042,-0.0105,0.3889,-0.0185
15.43,6381018.871,-14.3827,3708.7294,-0.0105,0.3885,-0.0186
15.44,6381019.696,-14.4036,3710.7544,-0.0105,0.3881,-0.0186
15.45,6381020.519,-14.4246,3712.7791,-0.0105,0.3877,-0.0186
15.46,6381021.341,-14.4456,3714.8035,-0.0105,0.3873,-0.0186
15.47,6381022.162,-14.4666,3716.8278,-0.0105,0.3869,-0.0186
15.48,6381022.982,-14.4876,3718.8518,-0.0105,0.3865,-0.0186
15.49,6381023.801,-14.5087,3720.8755,-0.0105,0.386,-0.0187
15.5,6381024.619,-14.5298,3722.899,-0.0105,0.3856,-0.0187
15.51,6381025.435,-14.5508,3724.9223,-0.0105,0.3852,-0.0187
15.52,6381026.251,-14.572,3726.9453,-0.0106,0.3848,-0.0187
15.53,6381027.066,-14.5931,3728.9681,-0.0106,0.3844,-0.0187
15.54,6381027.879,-14.6142,3730.9906,-0.0106,0.384,-0.0188
15.55,6381028.692,-14.6354,3733.0129,-0.0106,0.3836,-0.0188
15.56,6381029.503,-14.6566,3735.035,-0.0106,0.3831,-0.0188
15.57,6381030.313,-14.6778,3737.0568,-0.0106,0.3827,-0.0188
15.58,6381031.123,-14.699,3739.0784,-0.0106,0.3823,-0.0188
15.59,6381031.931,-14.7202,3741.0998,-0.0106,0.3819,-0.0188
15.6,6381032.738,-14.7415,3743.1209,-0.0106,0.3815,-0.0189
15.61,6381033.544,-14.7627,3745.1418,-0.0106,0.3811,-0.0189
15.62,6381034.349,-14.784,3747.1624,-0.0106,0.3806,-0.0189
15.63,6381035.152,-14.8054,3749.1828,-0.0106,0.3802,-0.0189
15.64,6381035.955,-14.8267,3751.2029,-0.0106,0.3798,-0.0189
15.65,6381036.757,-14.848,3753.2229,-0.0106,0.3794,-0.019
15.66,6381037.558,-14.8694,3755.2425,-0.0106,0.379,-0.019
15.67,6381038.357,-14.8908,3757.262,-0.0107,0.3786,-0.019
15.68,6381039.156,-14.9122,3759.2812,-0.0107,0.3781,-0.019
15.69,6381039.953,-14.9336,3761.3002,-0.0107,0.3777,-0.019
15.7,6381040.749,-14.9551,3763.3189,-0.0107,0.3773,-0.019
15.71,6381041.545,-14.9766,3765.3374,-0.0107,0.3769,-0.0191
15.72,6381042.339,-14.998,3767.3556,-0.0107,0.3765,-0.0191
15.73,6381043.132,-15.0195,3769.3737,-0.0107,0.3761,-0.0191
15.74,6381043.924,-15.0411,3771.3914,-0.0107,0.3756,-0.0191
15.75,6381044.715,-15.0626,3773.409,-0.0107,0.3752,-0.0191
15.76,6381045.505,-15.0842,3775.4263,-0.0107,0.3748,-0.0191
15.77,6381046.294,-15.1058,3777.4434,-0.0107,0.3744,-0.0192
15.78,6381047.082,-15.1274,3779.4602,-0.0107,0.374,-0.0192
15.79,6381047.868,-15.149,3781.4768,-0.0107,0.3735,-0.0192
15.8,6381048.654,-15.1706,3783.4931,-0.0107,0.3731,-0.0192
15.81,6381049.438,-15.1923,3785.5093,-0.0107,0.3727,-0.0192
15.82,6381050.222,-15.214,3787.5252,-0.0108,0.3723,-0.0193
15.83,6381051.004,-15.2357,3789.5408,-0.0108,0.3719,-0.0193
15.84,6381051.786,-15.2574,3791.5562,-0.0108,0.3714,-0.0193
15.85,6381052.566,-15.2791,3793.5714,-0.0108,0.371,-0.0193
15.86,6381053.345,-15.3009,3795.5863,-0.0108,0.3706,-0.0193
15.87,6381054.123,-15.3226,3797.601,-0.0108,0.3702,-0.0193
15.88,6381054.9,-15.3444,3799.6155,-0.0108,0.3698,-0.0194
15.89,6381055.676,-15.3662,3801.6298,-0.0108,0.3693,-0.0194
15.9,6381056.451,-15.3881,3803.6438,-0.0108,0.3689,-0.0194
15.91,6381057.225,-15.4099,3805.6575,-0.0108,0.3685,-0.0194
15.92,6381057.998,-15.4318,3807.6711,-0.0108,0.3681,-0.0194
15.93,6381058.77,-15.4537,3809.6843,-0.0108,0.3676,-0.0195
15.94,6381059.54,-15.4756,3811.6974,-0.0108,0.3672,-0.0195
15.95,6381060.31,-15.4975,3813.7102,-0.0108,0.3668,-0.0195
15.96,6381061.078,-15.5195,3815.7228,-0.0108,0.3664,-0.0195
15.97,6381061.846,-15.5414,3817.7352,-0.0108,0.366,-0.0195
15.98,6381062.612,-15.5634,3819.7473,-0.0109,0.3655,-0.0195
15.99,6381063.377,-15.5854,3821.7592,-0.0109,0.3651,-0.0196
16,6381064.142,-15.6074,3823.7708,-0.0109,0.3647,-0.0196
16.01,6381064.905,-15.6295,3825.7823,-0.0109,0.3643,-0.0196
16.02,6381065.667,-15.6516,3827.7934,-0.0109,0.3638,-0.0196
16.03,6381066.428,-15.6736,3829.8044,-0.0109,0.3634,-0.0196
16.04,6381067.188,-15.6957,3831.8151,-0.0109,0.363,-0.0197
16.05,6381067.947,-15.7179,3833.8256,-0.0109,0.3626,-0.0197
16.06,6381068.705,-15.74,3835.8358,-0.0109,0.3621,-0.0197
16.07,6381069.461,-15.7622,3837.8459,-0.0109,0.3617,-0.0197
16.08,6381070.217,-15.7843,3839.8556,-0.0109,0.3613,-0.0197
16.09,6381070.972,-15.8065,3841.8652,-0.0109,0.3609,-0.0197
16.1,6381071.725,-15.8288,3843.8745,-0.0109,0.3604,-0.0198
16.11,6381072.478,-15.851,3845.8836,-0.0109,0.36,-0.0198
16.12,6381073.229,-15.8732,3847.8925,-0.0109,0.3596,-0.0198
