     Time , Longitude, Geodetic Longitude, Latitude, XYZ (x) , XYZ (y) , XYZ (z) , Velocity (x) , Velocity (y) , Velocity (z) 
 [s] , rad, rad, rad, m, m, m, m/s, m/s, m/s
2.634e+004, 1.921, 9.273e-005, 0, -1.446e+007, 3.96e+007, 0, -2888, -1055, 0
2.64e+004, 1.925, 9.342e-005, 0, -1.463e+007, 3.954e+007, 0, -2884, -1067, 0
2.646e+004, 1.93, 9.41e-005, 0, -1.48e+007, 3.948e+007, 0, -2879, -1080, 0
2.652e+004, 1.934, 9.479e-005, 0, -1.498e+007, 3.941e+007, 0, -2874, -1092, 0
2.658e+004, 1.938, 9.548e-005, 0, -1.515e+007, 3.934e+007, 0, -2869, -1105, 0
2.664e+004, 1.943, 9.618e-005, 0, -1.532e+007, 3.928e+007, 0, -2865, -1118, 0
2.67e+004, 1.947, 9.687e-005, 0, -1.549e+007, 3.921e+007, 0, -2860, -1130, 0
2.676e+004, 1.951, 9.757e-005, 0, -1.566e+007, 3.914e+007, 0, -2855, -1143, 0
2.682e+004, 1.956, 9.827e-005, 0, -1.584e+007, 3.907e+007, 0, -2850, -1155, 0
2.688e+004, 1.96, 9.897e-005, 0, -1.601e+007, 3.9e+007, 0, -2845, -1168, 0
2.694e+004, 1.965, 9.968e-005, 0, -1.618e+007, 3.893e+007, 0, -2839, -1180, 0
2.7e+004, 1.969, 0.0001004, 0, -1.635e+007, 3.886e+007, 0, -2834, -1192, 0
2.706e+004, 1.973, 0.0001011, 0, -1.652e+007, 3.879e+007, 0, -2829, -1205, 0
2.712e+004, 1.978, 0.0001018, 0, -1.669e+007, 3.872e+007, 0, -2824, -1217, 0
2.718e+004, 1.982, 0.0001025, 0, -1.686e+007, 3.864e+007, 0, -2818, -1230, 0
2.724e+004, 1.986, 0.0001032, 0, -1.702e+007, 3.857e+007, 0, -2813, -1242, 0
2.73e+004, 1.991, 0.000104, 0, -1.719e+007, 3.85e+007, 0, -2807, -1254, 0
2.736e+004, 1.995, 0.0001047, 0, -1.736e+007, 3.842e+007, 0, -2802, -1266, 0
2.742e+004, 2, 0.0001054, 0, -1.753e+007, 3.834e+007, 0, -2796, -1279, 0
2.748e+004, 2.004, 0.0001061, 0, -1.77e+007, 3.827e+007, 0, -2791, -1291, 0
2.754e+004, 2.008, 0.0001069, 0, -1.786e+007, 3.819e+007, 0, -2785, -1303, 0
2.76e+004, 2.013, 0.0001076, 0, -1.803e+007, 3.811e+007, 0, -2779, -1315, 0
2.766e+004, 2.017, 0.0001083, 0, -1.82e+007, 3.803e+007, 0, -2774, -1327, 0
2.772e+004, 2.021, 0.000109, 0, -1.836e+007, 3.795e+007, 0, -2768, -1340, 0
2.778e+004, 2.026, 0.0001098, 0, -1.853e+007, 3.787e+007, 0, -2762, -1352, 0
2.784e+004, 2.03, 0.0001105, 0, -1.87e+007, 3.779e+007, 0, -2756, -1364, 0
2.79e+004, 2.035, 0.0001113, 0, -1.886e+007, 3.771e+007, 0, -2750, -1376, 0
2.796e+004, 2.039, 0.000112, 0, -1.903e+007, 3.762e+007, 0, -2744, -1388, 0
2.802e+004, 2.043, 0.0001128, 0, -1.919e+007, 3.754e+007, 0, -2738, -1400, 0
2.808e+004, 2.048, 0.0001135, 0, -1.935e+007, 3.746e+007, 0, -2732, -1412, 0
2.814e+004, 2.052, 0.0001143, 0, -1.952e+007, 3.737e+007, 0, -2725, -1424, 0
2.82e+004, 2.056, 0.000115, 0, -1.968e+007, 3.728e+007, 0, -2719, -1436, 0
2.826e+004, 2.061, 0.0001158, 0, -1.984e+007, 3.72e+007, 0, -2713, -1447, 0
2.832e+004, 2.065, 0.0001165, 0, -2.001e+007, 3.711e+007, 0, -2707, -1459, 0
2.838e+004, 2.07, 0.0001173, 0, -2.017e+007, 3.702e+007, 0, -2700, -1471, 0
2.844e+004, 2.074, 0.000118, 0, -2.033e+007, 3.693e+007, 0, -2694, -1483, 0
2.85e+004, 2.078, 0.0001188, 0, -2.049e+007, 3.684e+007, 0, -2687, -1495, 0
2.856e+004, 2.083, 0.0001196, 0, -2.065e+007, 3.675e+007, 0, -2681, -1506, 0
2.862e+004, 2.087, 0.0001203, 0, -2.081e+007, 3.666e+007, 0, -2674, -1518, 0
2.868e+004, 2.091, 0.0001211, 0, -2.097e+007, 3.657e+007, 0, -2667, -1530, 0
2.874e+004, 2.096, 0.0001219, 0, -2.113e+007, 3.648e+007, 0, -2661, -1542, 0
2.88e+004, 2.1, 0.0001226, 0, -2.129e+007, 3.639e+007, 0, -2654, -1553, 0
2.886e+004, 2.105, 0.0001234, 0, -2.145e+007, 3.629e+007, 0, -2647, -1565, 0
2.892e+004, 2.109, 0.0001242, 0, -2.161e+007, 3.62e+007, 0, -2640, -1576, 0
2.898e+004, 2.113, 0.000125, 0, -2.177e+007, 3.61e+007, 0, -2633, -1588, 0
2.904e+004, 2.118, 0.0001258, 0, -2.193e+007, 3.601e+007, 0, -2626, -1599, 0
2.91e+004, 2.122, 0.0001265, 0, -2.208e+007, 3.591e+007, 0, -2619, -1611, 0
2.916e+004, 2.127, 0.0001273, 0, -2.224e+007, 3.582e+007, 0, -2612, -1622, 0
2.922e+004, 2.131, 0.0001281, 0, -2.24e+007, 3.572e+007, 0, -2605, -1634, 0
2.928e+004, 2.135, 0.0001289, 0, -2.255e+007, 3.562e+007, 0, -2598, -1645, 0
2.934e+004, 2.14, 0.0001297, 0, -2.271e+007, 3.552e+007, 0, -2591, -1656, 0
2.94e+004, 2.144, 0.0001305, 0, -2.286e+007, 3.542e+007, 0, -2583, -1668, 0
2.946e+004, 2.148, 0.0001313, 0, -2.302e+007, 3.532e+007, 0, -2576, -1679, 0
2.952e+004, 2.153, 0.0001321, 0, -2.317e+007, 3.522e+007, 0, -2569, -1690, 0
2.958e+004, 2.157, 0.0001329, 0, -2.333e+007, 3.512e+007, 0, -2561, -1702, 0
2.964e+004, 2.162, 0.0001337, 0, -2.348e+007, 3.502e+007, 0, -2554, -1713, 0
2.97e+004, 2.166, 0.0001345, 0, -2.363e+007, 3.491e+007, 0, -2546, -1724, 0
2.976e+004, 2.17, 0.0001353, 0, -2.379e+007, 3.481e+007, 0, -2539, -1735, 0
2.982e+004, 2.175, 0.0001361, 0, -2.394e+007, 3.47e+007, 0, -2531, -1746, 0
2.988e+004, 2.179, 0.0001369, 0, -2.409e+007, 3.46e+007, 0, -2523, -1757, 0
2.994e+004, 2.183, 0.0001377, 0, -2.424e+007, 3.449e+007, 0, -2516, -1768, 0
3e+004, 2.188, 0.0001386, 0, -2.439e+007, 3.439e+007, 0, -2508, -1779, 0
3.006e+004, 2.192, 0.0001394, 0, -2.454e+007, 3.428e+007, 0, -2500, -1790, 0
3.012e+004, 2.197, 0.0001402, 0, -2.469e+007, 3.417e+007, 0, -2492, -1801, 0
3.018e+004, 2.201, 0.000141, 0, -2.484e+007, 3.406e+007, 0, -2484, -1812, 0
3.024e+004, 2.205, 0.0001418, 0, -2.499e+007, 3.395e+007, 0, -2476, -1823, 0
3.03e+004, 2.21, 0.0001427, 0, -2.514e+007, 3.384e+007, 0, -2468, -1834, 0
3.036e+004, 2.214, 0.0001435, 0, -2.529e+007, 3.373e+007, 0, -2460, -1844, 0
3.042e+004, 2.218, 0.0001443, 0, -2.543e+007, 3.362e+007, 0, -2452, -1855, 0
3.048e+004, 2.223, 0.0001452, 0, -2.558e+007, 3.351e+007, 0, -2444, -1866, 0
3.054e+004, 2.227, 0.000146, 0, -2.573e+007, 3.34e+007, 0, -2436, -1877, 0
3.06e+004, 2.232, 0.0001468, 0, -2.587e+007, 3.329e+007, 0, -2428, -1887, 0
3.066e+004, 2.236, 0.0001477, 0, -2.602e+007, 3.317e+007, 0, -2419, -1898, 0
3.072e+004, 2.24, 0.0001485, 0, -2.616e+007, 3.306e+007, 0, -2411, -1908, 0
3.078e+004, 2.245, 0.0001493, 0, -2.631e+007, 3.294e+007, 0, -2403, -1919, 0
3.084e+004, 2.249, 0.0001502, 0, -2.645e+007, 3.283e+007, 0, -2394, -1929, 0
3.09e+004, 2.253, 0.000151, 0, -2.66e+007, 3.271e+007, 0, -2386, -1940, 0
3.096e+004, 2.258, 0.0001519, 0, -2.674e+007, 3.26e+007, 0, -2377, -1950, 0
3.102e+004, 2.262, 0.0001527, 0, -2.688e+007, 3.248e+007, 0, -2369, -1961, 0
3.108e+004, 2.267, 0.0001536, 0, -2.702e+007, 3.236e+007, 0, -2360, -1971, 0
3.114e+004, 2.271, 0.0001544, 0, -2.716e+007, 3.224e+007, 0, -2351, -1981, 0
3.12e+004, 2.275, 0.0001553, 0, -2.73e+007, 3.212e+007, 0, -2343, -1992, 0
3.126e+004, 2.28, 0.0001561, 0, -2.745e+007, 3.2e+007, 0, -2334, -2002, 0
3.132e+004, 2.284, 0.000157, 0, -2.758e+007, 3.188e+007, 0, -2325, -2012, 0
3.138e+004, 2.288, 0.0001579, 0, -2.772e+007, 3.176e+007, 0, -2316, -2022, 0
3.144e+004, 2.293, 0.0001587, 0, -2.786e+007, 3.164e+007, 0, -2308, -2032, 0
3.15e+004, 2.297, 0.0001596, 0, -2.8e+007, 3.152e+007, 0, -2299, -2042, 0
3.156e+004, 2.302, 0.0001605, 0, -2.814e+007, 3.14e+007, 0, -2290, -2052, 0
3.162e+004, 2.306, 0.0001613, 0, -2.828e+007, 3.127e+007, 0, -2281, -2062, 0
3.168e+004, 2.31, 0.0001622, 0, -2.841e+007, 3.115e+007, 0, -2272, -2072, 0
3.174e+004, 2.315, 0.0001631, 0, -2.855e+007, 3.102e+007, 0, -2263, -2082, 0
3.18e+004, 2.319, 0.0001639, 0, -2.868e+007, 3.09e+007, 0, -2253, -2092, 0
3.186e+004, 2.323, 0.0001648, 0, -2.882e+007, 3.077e+007, 0, -2244, -2102, 0
3.192e+004, 2.328, 0.0001657, 0, -2.895e+007, 3.065e+007, 0, -2235, -2112, 0
3.198e+004, 2.332, 0.0001666, 0, -2.909e+007, 3.052e+007, 0, -2226, -2122, 0
3.204e+004, 2.337, 0.0001675, 0, -2.922e+007, 3.039e+007, 0, -2216, -2131, 0
3.21e+004, 2.341, 0.0001683, 0, -2.935e+007, 3.026e+007, 0, -2207, -2141, 0
3.216e+004, 2.345, 0.0001692, 0, -2.949e+007, 3.013e+007, 0, -2198, -2151, 0
3.222e+004, 2.35, 0.0001701, 0, -2.962e+007, 3e+007, 0, -2188, -2160, 0
3.228e+004, 2.354, 0.000171, 0, -2.975e+007, 2.987e+007, 0, -2179, -2170, 0
3.234e+004, 2.358, 0.0001719, 0, -2.988e+007, 2.974e+007, 0, -2169, -2179, 0
3.24e+004, 2.363, 0.0001728, 0, -3.001e+007, 2.961e+007, 0, -2160, -2189, 0
3.246e+004, 2.367, 0.0001737, 0, -3.014e+007, 2.948e+007, 0, -2150, -2198, 0
3.252e+004, 2.372, 0.0001746, 0, -3.027e+007, 2.935e+007, 0, -2141, -2208, 0
3.258e+004, 2.376, 0.0001755, 0, -3.039e+007, 2.922e+007, 0, -2131, -2217, 0
3.264e+004, 2.38, 0.0001764, 0, -3.052e+007, 2.908e+007, 0, -2121, -2226, 0
3.27e+004, 2.385, 0.0001773, 0, -3.065e+007, 2.895e+007, 0, -2111, -2235, 0
3.276e+004, 2.389, 0.0001782, 0, -3.078e+007, 2.882e+007, 0, -2102, -2245, 0
3.282e+004, 2.393, 0.0001791, 0, -3.09e+007, 2.868e+007, 0, -2092, -2254, 0
3.288e+004, 2.398, 0.00018, 0, -3.103e+007, 2.854e+007, 0, -2082, -2263, 0
3.294e+004, 2.402, 0.0001809, 0, -3.115e+007, 2.841e+007, 0, -2072, -2272, 0
3.3e+004, 2.407, 0.0001818, 0, -3.127e+007, 2.827e+007, 0, -2062, -2281, 0
3.306e+004, 2.411, 0.0001827, 0, -3.14e+007, 2.813e+007, 0, -2052, -2290, 0
3.312e+004, 2.415, 0.0001836, 0, -3.152e+007, 2.8e+007, 0, -2042, -2299, 0
3.318e+004, 2.42, 0.0001845, 0, -3.164e+007, 2.786e+007, 0, -2032, -2308, 0
3.324e+004, 2.424, 0.0001854, 0, -3.176e+007, 2.772e+007, 0, -2022, -2317, 0
3.33e+004, 2.428, 0.0001863, 0, -3.189e+007, 2.758e+007, 0, -2012, -2326, 0
3.336e+004, 2.433, 0.0001873, 0, -3.201e+007, 2.744e+007, 0, -2001, -2334, 0
3.342e+004, 2.437, 0.0001882, 0, -3.213e+007, 2.73e+007, 0, -1991, -2343, 0
3.348e+004, 2.442, 0.0001891, 0, -3.225e+007, 2.716e+007, 0, -1981, -2352, 0
3.354e+004, 2.446, 0.00019, 0, -3.236e+007, 2.702e+007, 0, -1971, -2361, 0
3.36e+004, 2.45, 0.000191, 0, -3.248e+007, 2.688e+007, 0, -1960, -2369, 0
3.366e+004, 2.455, 0.0001919, 0, -3.26e+007, 2.673e+007, 0, -1950, -2378, 0
3.372e+004, 2.459, 0.0001928, 0, -3.272e+007, 2.659e+007, 0, -1939, -2386, 0
3.378e+004, 2.463, 0.0001937, 0, -3.283e+007, 2.645e+007, 0, -1929, -2395, 0
3.384e+004, 2.468, 0.0001947, 0, -3.295e+007, 2.63e+007, 0, -1918, -2403, 0
3.39e+004, 2.472, 0.0001956, 0, -3.306e+007, 2.616e+007, 0, -1908, -2411, 0
3.396e+004, 2.477, 0.0001965, 0, -3.318e+007, 2.601e+007, 0, -1897, -2420, 0
3.402e+004, 2.481, 0.0001975, 0, -3.329e+007, 2.587e+007, 0, -1887, -2428, 0
3.408e+004, 2.485, 0.0001984, 0, -3.34e+007, 2.572e+007, 0, -1876, -2436, 0
3.414e+004, 2.49, 0.0001993, 0, -3.351e+007, 2.558e+007, 0, -1865, -2445, 0
3.42e+004, 2.494, 0.0002003, 0, -3.363e+007, 2.543e+007, 0, -1855, -2453, 0
3.426e+004, 2.498, 0.0002012, 0, -3.374e+007, 2.528e+007, 0, -1844, -2461, 0
3.432e+004, 2.503, 0.0002022, 0, -3.385e+007, 2.513e+007, 0, -1833, -2469, 0
3.438e+004, 2.507, 0.0002031, 0, -3.396e+007, 2.499e+007, 0, -1822, -2477, 0
3.444e+004, 2.512, 0.0002041, 0, -3.407e+007, 2.484e+007, 0, -1811, -2485, 0
3.45e+004, 2.516, 0.000205, 0, -3.417e+007, 2.469e+007, 0, -1801, -2493, 0
3.456e+004, 2.52, 0.000206, 0, -3.428e+007, 2.454e+007, 0, -1790, -2501, 0
3.462e+004, 2.525, 0.0002069, 0, -3.439e+007, 2.439e+007, 0, -1779, -2508, 0
3.468e+004, 2.529, 0.0002079, 0, -3.45e+007, 2.424e+007, 0, -1768, -2516, 0
3.474e+004, 2.533, 0.0002088, 0, -3.46e+007, 2.409e+007, 0, -1757, -2524, 0
3.48e+004, 2.538, 0.0002098, 0, -3.471e+007, 2.393e+007, 0, -1746, -2531, 0
3.486e+004, 2.542, 0.0002107, 0, -3.481e+007, 2.378e+007, 0, -1735, -2539, 0
3.492e+004, 2.547, 0.0002117, 0, -3.491e+007, 2.363e+007, 0, -1723, -2547, 0
3.498e+004, 2.551, 0.0002126, 0, -3.502e+007, 2.348e+007, 0, -1712, -2554, 0
3.504e+004, 2.555, 0.0002136, 0, -3.512e+007, 2.332e+007, 0, -1701, -2562, 0
3.51e+004, 2.56, 0.0002146, 0, -3.522e+007, 2.317e+007, 0, -1690, -2569, 0
3.516e+004, 2.564, 0.0002155, 0, -3.532e+007, 2.301e+007, 0, -1679, -2576, 0
3.522e+004, 2.568, 0.0002165, 0, -3.542e+007, 2.286e+007, 0, -1667, -2584, 0
3.528e+004, 2.573, 0.0002175, 0, -3.552e+007, 2.27e+007, 0, -1656, -2591, 0
3.534e+004, 2.577, 0.0002184, 0, -3.562e+007, 2.255e+007, 0, -1645, -2598, 0
3.54e+004, 2.582, 0.0002194, 0, -3.572e+007, 2.239e+007, 0, -1633, -2605, 0
3.546e+004, 2.586, 0.0002204, 0, -3.582e+007, 2.224e+007, 0, -1622, -2613, 0
3.552e+004, 2.59, 0.0002213, 0, -3.591e+007, 2.208e+007, 0, -1610, -2620, 0
3.558e+004, 2.595, 0.0002223, 0, -3.601e+007, 2.192e+007, 0, -1599, -2627, 0
3.564e+004, 2.599, 0.0002233, 0, -3.611e+007, 2.176e+007, 0, -1587, -2634, 0
3.57e+004, 2.604, 0.0002242, 0, -3.62e+007, 2.161e+007, 0, -1576, -2641, 0
3.576e+004, 2.608, 0.0002252, 0, -3.63e+007, 2.145e+007, 0, -1564, -2647, 0
3.582e+004, 2.612, 0.0002262, 0, -3.639e+007, 2.129e+007, 0, -1553, -2654, 0
3.588e+004, 2.617, 0.0002272, 0, -3.648e+007, 2.113e+007, 0, -1541, -2661, 0
3.594e+004, 2.621, 0.0002282, 0, -3.657e+007, 2.097e+007, 0, -1529, -2668, 0
3.6e+004, 2.625, 0.0002291, 0, -3.667e+007, 2.081e+007, 0, -1518, -2674, 0
3.606e+004, 2.63, 0.0002301, 0, -3.676e+007, 2.065e+007, 0, -1506, -2681, 0
3.612e+004, 2.634, 0.0002311, 0, -3.685e+007, 2.049e+007, 0, -1494, -2688, 0
3.618e+004, 2.639, 0.0002321, 0, -3.694e+007, 2.033e+007, 0, -1482, -2694, 0
3.624e+004, 2.643, 0.0002331, 0, -3.702e+007, 2.016e+007, 0, -1471, -2701, 0
3.63e+004, 2.647, 0.0002341, 0, -3.711e+007, 2e+007, 0, -1459, -2707, 0
3.636e+004, 2.652, 0.0002351, 0, -3.72e+007, 1.984e+007, 0, -1447, -2713, 0
3.642e+004, 2.656, 0.000236, 0, -3.729e+007, 1.968e+007, 0, -1435, -2720, 0
3.648e+004, 2.66, 0.000237, 0, -3.737e+007, 1.951e+007, 0, -1423, -2726, 0
3.654e+004, 2.665, 0.000238, 0, -3.746e+007, 1.935e+007, 0, -1411, -2732, 0
3.66e+004, 2.669, 0.000239, 0, -3.754e+007, 1.918e+007, 0, -1399, -2738, 0
3.666e+004, 2.674, 0.00024, 0, -3.762e+007, 1.902e+007, 0, -1387, -2744, 0
3.672e+004, 2.678, 0.000241, 0, -3.771e+007, 1.886e+007, 0, -1375, -2750, 0
3.678e+004, 2.682, 0.000242, 0, -3.779e+007, 1.869e+007, 0, -1363, -2756, 0
3.684e+004, 2.687, 0.000243, 0, -3.787e+007, 1.852e+007, 0, -1351, -2762, 0
3.69e+004, 2.691, 0.000244, 0, -3.795e+007, 1.836e+007, 0, -1339, -2768, 0
3.696e+004, 2.695, 0.000245, 0, -3.803e+007, 1.819e+007, 0, -1327, -2774, 0
3.702e+004, 2.7, 0.000246, 0, -3.811e+007, 1.803e+007, 0, -1315, -2780, 0
3.708e+004, 2.704, 0.000247, 0, -3.819e+007, 1.786e+007, 0, -1303, -2785, 0
3.714e+004, 2.709, 0.000248, 0, -3.827e+007, 1.769e+007, 0, -1290, -2791, 0
3.72e+004, 2.713, 0.000249, 0, -3.834e+007, 1.752e+007, 0, -1278, -2797, 0
3.726e+004, 2.717, 0.00025, 0, -3.842e+007, 1.736e+007, 0, -1266, -2802, 0
3.732e+004, 2.722, 0.000251, 0, -3.85e+007, 1.719e+007, 0, -1254, -2808, 0
3.738e+004, 2.726, 0.000252, 0, -3.857e+007, 1.702e+007, 0, -1241, -2813, 0
3.744e+004, 2.73, 0.000253, 0, -3.865e+007, 1.685e+007, 0, -1229, -2819, 0
3.75e+004, 2.735, 0.000254, 0, -3.872e+007, 1.668e+007, 0, -1217, -2824, 0
3.756e+004, 2.739, 0.000255, 0, -3.879e+007, 1.651e+007, 0, -1204, -2829, 0
3.762e+004, 2.744, 0.0002561, 0, -3.886e+007, 1.634e+007, 0, -1192, -2835, 0
3.768e+004, 2.748, 0.0002571, 0, -3.893e+007, 1.617e+007, 0, -1179, -2840, 0
3.774e+004, 2.752, 0.0002581, 0, -3.9e+007, 1.6e+007, 0, -1167, -2845, 0
3.78e+004, 2.757, 0.0002591, 0, -3.907e+007, 1.583e+007, 0, -1155, -2850, 0
3.786e+004, 2.761, 0.0002601, 0, -3.914e+007, 1.566e+007, 0, -1142, -2855, 0
3.792e+004, 2.765, 0.0002611, 0, -3.921e+007, 1.549e+007, 0, -1130, -2860, 0
3.798e+004, 2.77, 0.0002621, 0, -3.928e+007, 1.532e+007, 0, -1117, -2865, 0
3.804e+004, 2.774, 0.0002632, 0, -3.935e+007, 1.514e+007, 0, -1104, -2870, 0
3.81e+004, 2.779, 0.0002642, 0, -3.941e+007, 1.497e+007, 0, -1092, -2875, 0
3.816e+004, 2.783, 0.0002652, 0, -3.948e+007, 1.48e+007, 0, -1079, -2879, 0
3.822e+004, 2.787, 0.0002662, 0, -3.954e+007, 1.463e+007, 0, -1067, -2884, 0
3.828e+004, 2.792, 0.0002672, 0, -3.96e+007, 1.445e+007, 0, -1054, -2889, 0
3.834e+004, 2.796, 0.0002683, 0, -3.967e+007, 1.428e+007, 0, -1041, -2893, 0
3.84e+004, 2.8, 0.0002693, 0, -3.973e+007, 1.411e+007, 0, -1029, -2898, 0
3.846e+004, 2.805, 0.0002703, 0, -3.979e+007, 1.393e+007, 0, -1016, -2902, 0
3.852e+004, 2.809, 0.0002713, 0, -3.985e+007, 1.376e+007, 0, -1003, -2907, 0
3.858e+004, 2.814, 0.0002724, 0, -3.991e+007, 1.358e+007, 0, -990.6, -2911, 0
3.864e+004, 2.818, 0.0002734, 0, -3.997e+007, 1.341e+007, 0, -977.9, -2915, 0
3.87e+004, 2.822, 0.0002744, 0, -4.003e+007, 1.323e+007, 0, -965.1, -2920, 0
3.876e+004, 2.827, 0.0002754, 0, -4.009e+007, 1.306e+007, 0, -952.3, -2924, 0
3.882e+004, 2.831, 0.0002765, 0, -4.014e+007, 1.288e+007, 0, -939.5, -2928, 0
3.888e+004, 2.835, 0.0002775, 0, -4.02e+007, 1.271e+007, 0, -926.7, -2932, 0
3.894e+004, 2.84, 0.0002785, 0, -4.025e+007, 1.253e+007, 0, -913.9, -2936, 0
3.9e+004, 2.844, 0.0002796, 0, -4.031e+007, 1.235e+007, 0, -901, -2940, 0
3.906e+004, 2.849, 0.0002806, 0, -4.036e+007, 1.218e+007, 0, -888.1, -2944, 0
3.912e+004, 2.853, 0.0002816, 0, -4.041e+007, 1.2e+007, 0, -875.2, -2948, 0
3.918e+004, 2.857, 0.0002826, 0, -4.047e+007, 1.182e+007, 0, -862.3, -2952, 0
3.924e+004, 2.862, 0.0002837, 0, -4.052e+007, 1.165e+007, 0, -849.4, -2955, 0
3.93e+004, 2.866, 0.0002847, 0, -4.057e+007, 1.147e+007, 0, -836.5, -2959, 0
3.936e+004, 2.87, 0.0002857, 0, -4.062e+007, 1.129e+007, 0, -823.5, -2963, 0
3.942e+004, 2.875, 0.0002868, 0, -4.067e+007, 1.111e+007, 0, -810.5, -2966, 0
3.948e+004, 2.879, 0.0002878, 0, -4.072e+007, 1.094e+007, 0, -797.5, -2970, 0
3.954e+004, 2.884, 0.0002889, 0, -4.076e+007, 1.076e+007, 0, -784.5, -2973, 0
3.96e+004, 2.888, 0.0002899, 0, -4.081e+007, 1.058e+007, 0, -771.5, -2977, 0
3.966e+004, 2.892, 0.0002909, 0, -4.086e+007, 1.04e+007, 0, -758.5, -2980, 0
3.972e+004, 2.897, 0.000292, 0, -4.09e+007, 1.022e+007, 0, -745.4, -2983, 0
3.978e+004, 2.901, 0.000293, 0, -4.095e+007, 1.004e+007, 0, -732.4, -2987, 0
3.984e+004, 2.905, 0.000294, 0, -4.099e+007, 9.862e+006, 0, -719.3, -2990, 0
3.99e+004, 2.91, 0.0002951, 0, -4.103e+007, 9.683e+006, 0, -706.2, -2993, 0
3.996e+004, 2.914, 0.0002961, 0, -4.107e+007, 9.503e+006, 0, -693.1, -2996, 0
4.002e+004, 2.919, 0.0002972, 0, -4.111e+007, 9.323e+006, 0, -680, -2999, 0
4.008e+004, 2.923, 0.0002982, 0, -4.116e+007, 9.143e+006, 0, -666.9, -3002, 0
4.014e+004, 2.927, 0.0002993, 0, -4.119e+007, 8.963e+006, 0, -653.7, -3005, 0
4.02e+004, 2.932, 0.0003003, 0, -4.123e+007, 8.783e+006, 0, -640.6, -3008, 0
4.026e+004, 2.936, 0.0003013, 0, -4.127e+007, 8.602e+006, 0, -627.4, -3010, 0
4.032e+004, 2.94, 0.0003024, 0, -4.131e+007, 8.422e+006, 0, -614.2, -3013, 0
4.038e+004, 2.945, 0.0003034, 0, -4.135e+007, 8.241e+006, 0, -601, -3016, 0
4.044e+004, 2.949, 0.0003045, 0, -4.138e+007, 8.06e+006, 0, -587.8, -3018, 0
4.05e+004, 2.954, 0.0003055, 0, -4.142e+007, 7.879e+006, 0, -574.6, -3021, 0
4.056e+004, 2.958, 0.0003066, 0, -4.145e+007, 7.697e+006, 0, -561.4, -3023, 0
4.062e+004, 2.962, 0.0003076, 0, -4.148e+007, 7.516e+006, 0, -548.2, -3026, 0
4.068e+004, 2.967, 0.0003087, 0, -4.152e+007, 7.334e+006, 0, -534.9, -3028, 0
4.074e+004, 2.971, 0.0003097, 0, -4.155e+007, 7.152e+006, 0, -521.6, -3030, 0
4.08e+004, 2.975, 0.0003107, 0, -4.158e+007, 6.97e+006, 0, -508.4, -3033, 0
4.086e+004, 2.98, 0.0003118, 0, -4.161e+007, 6.788e+006, 0, -495.1, -3035, 0
4.092e+004, 2.984, 0.0003128, 0, -4.164e+007, 6.606e+006, 0, -481.8, -3037, 0
4.098e+004, 2.989, 0.0003139, 0, -4.167e+007, 6.424e+006, 0, -468.5, -3039, 0
4.104e+004, 2.993, 0.0003149, 0, -4.169e+007, 6.242e+006, 0, -455.2, -3041, 0
4.11e+004, 2.997, 0.000316, 0, -4.172e+007, 6.059e+006, 0, -441.9, -3043, 0
4.116e+004, 3.002, 0.000317, 0, -4.175e+007, 5.876e+006, 0, -428.6, -3045, 0
4.122e+004, 3.006, 0.0003181, 0, -4.177e+007, 5.694e+006, 0, -415.3, -3047, 0
4.128e+004, 3.011, 0.0003191, 0, -4.18e+007, 5.511e+006, 0, -401.9, -3049, 0
4.134e+004, 3.015, 0.0003202, 0, -4.182e+007, 5.328e+006, 0, -388.6, -3050, 0
4.14e+004, 3.019, 0.0003212, 0, -4.184e+007, 5.145e+006, 0, -375.2, -3052, 0
4.146e+004, 3.024, 0.0003223, 0, -4.187e+007, 4.962e+006, 0, -361.9, -3054, 0
4.152e+004, 3.028, 0.0003233, 0, -4.189e+007, 4.778e+006, 0, -348.5, -3055, 0
4.158e+004, 3.032, 0.0003244, 0, -4.191e+007, 4.595e+006, 0, -335.1, -3057, 0
4.164e+004, 3.037, 0.0003255, 0, -4.193e+007, 4.412e+006, 0, -321.7, -3058, 0
4.17e+004, 3.041, 0.0003265, 0, -4.195e+007, 4.228e+006, 0, -308.4, -3059, 0
4.176e+004, 3.046, 0.0003276, 0, -4.196e+007, 4.044e+006, 0, -295, -3061, 0
4.182e+004, 3.05, 0.0003286, 0, -4.198e+007, 3.861e+006, 0, -281.6, -3062, 0
4.188e+004, 3.054, 0.0003297, 0, -4.2e+007, 3.677e+006, 0, -268.2, -3063, 0
4.194e+004, 3.059, 0.0003307, 0, -4.201e+007, 3.493e+006, 0, -254.8, -3064, 0
4.2e+004, 3.063, 0.0003318, 0, -4.203e+007, 3.309e+006, 0, -241.4, -3066, 0
4.206e+004, 3.067, 0.0003328, 0, -4.204e+007, 3.125e+006, 0, -227.9, -3067, 0
4.212e+004, 3.072, 0.0003339, 0, -4.206e+007, 2.941e+006, 0, -214.5, -3068, 0
4.218e+004, 3.076, 0.0003349, 0, -4.207e+007, 2.757e+006, 0, -201.1, -3068, 0
4.224e+004, 3.081, 0.000336, 0, -4.208e+007, 2.573e+006, 0, -187.7, -3069, 0
