     Time , Longitude, Geodetic Longitude, Latitude, XYZ (x) , XYZ (y) , XYZ (z) , Velocity (x) , Velocity (y) , Velocity (z) 
 [s] , rad, rad, rad, m, m, m, m/s, m/s, m/s
1.476e+004, 4.563, 3.487, -0.2046, -9.746e+005, -6.479e+006, -1.351e+006, 4674, -1957, 5822
1.482e+004, 4.608, 3.527, -0.1508, -6.92e+005, -6.581e+006, -9.987e+005, 4741, -1435, 5916
1.488e+004, 4.651, 3.566, -0.09662, -4.061e+005, -6.651e+006, -6.417e+005, 4785, -906.1, 5981
1.494e+004, 4.695, 3.605, -0.04233, -1.183e+005, -6.689e+006, -2.816e+005, 4806, -373.9, 6018
1.5e+004, 4.738, 3.644, 0.012, 1.702e+005, -6.696e+006, 7.988e+004, 4804, 159.7, 6026
1.506e+004, 4.781, 3.683, 0.06628, 4.577e+005, -6.67e+006, 4.41e+005, 4779, 691.9, 6005
1.512e+004, 4.824, 3.722, 0.1204, 7.431e+005, -6.613e+006, 7.999e+005, 4731, 1220, 5956
1.518e+004, 4.868, 3.761, 0.1742, 1.025e+006, -6.524e+006, 1.155e+006, 4661, 1743, 5879
1.524e+004, 4.913, 3.802, 0.2277, 1.302e+006, -6.404e+006, 1.505e+006, 4568, 2256, 5773
1.53e+004, 4.959, 3.843, 0.2807, 1.573e+006, -6.253e+006, 1.847e+006, 4454, 2759, 5640
1.536e+004, 5.006, 3.886, 0.3331, 1.836e+006, -6.073e+006, 2.181e+006, 4319, 3248, 5481
1.542e+004, 5.055, 3.93, 0.3847, 2.091e+006, -5.864e+006, 2.505e+006, 4163, 3721, 5296
1.548e+004, 5.106, 3.977, 0.4354, 2.335e+006, -5.627e+006, 2.816e+006, 3988, 4176, 5086
1.554e+004, 5.159, 4.026, 0.4851, 2.569e+006, -5.363e+006, 3.114e+006, 3794, 4611, 4852
1.56e+004, 5.215, 4.078, 0.5334, 2.79e+006, -5.074e+006, 3.398e+006, 3582, 5024, 4595
1.566e+004, 5.274, 4.132, 0.5803, 2.998e+006, -4.761e+006, 3.665e+006, 3353, 5413, 4316
1.572e+004, 5.337, 4.191, 0.6254, 3.192e+006, -4.425e+006, 3.915e+006, 3108, 5777, 4017
1.578e+004, 5.404, 4.254, 0.6686, 3.371e+006, -4.068e+006, 4.147e+006, 2849, 6112, 3699
1.584e+004, 5.476, 4.321, 0.7093, 3.534e+006, -3.692e+006, 4.359e+006, 2576, 6419, 3364
1.59e+004, 5.552, 4.393, 0.7473, 3.68e+006, -3.299e+006, 4.55e+006, 2291, 6695, 3013
1.596e+004, 5.634, 4.47, 0.7822, 3.808e+006, -2.889e+006, 4.72e+006, 1995, 6939, 2648
1.602e+004, 5.721, 4.553, 0.8135, 3.919e+006, -2.466e+006, 4.868e+006, 1690, 7151, 2271
1.608e+004, 5.814, 4.642, 0.8408, 4.011e+006, -2.032e+006, 4.993e+006, 1377, 7329, 1883
1.614e+004, 5.912, 4.735, 0.8635, 4.084e+006, -1.588e+006, 5.094e+006, 1057, 7471, 1486
1.62e+004, 6.015, 4.834, 0.8812, 4.138e+006, -1.136e+006, 5.171e+006, 732.7, 7579, 1082
1.626e+004, 6.122, 4.936, 0.8936, 4.172e+006, -6.79e+005, 5.223e+006, 404.7, 7651, 672.6
1.632e+004, 6.231, 5.041, 0.9002, 4.186e+006, -2.187e+005, 5.251e+006, 74.79, 7686, 260.4
1.638e+004, 0.05796, 5.147, 0.901, 4.181e+006, 2.426e+005, 5.255e+006, -255.5, 7685, -153.1
1.644e+004, 0.1675, 5.252, 0.8959, 4.156e+006, 7.028e+005, 5.233e+006, -584.5, 7648, -565.8
1.65e+004, 0.2749, 5.355, 0.885, 4.111e+006, 1.16e+006, 5.187e+006, -910.8, 7574, -975.9
1.656e+004, 0.3789, 5.454, 0.8687, 4.046e+006, 1.611e+006, 5.116e+006, -1233, 7465, -1381
1.662e+004, 0.4783, 5.55, 0.8472, 3.963e+006, 2.055e+006, 5.021e+006, -1549, 7320, -1780
1.668e+004, 0.5726, 5.639, 0.8211, 3.861e+006, 2.489e+006, 4.903e+006, -1858, 7141, -2171
1.674e+004, 0.6614, 5.724, 0.7908, 3.74e+006, 2.911e+006, 4.761e+006, -2158, 6927, -2552
1.68e+004, 0.7446, 5.803, 0.7568, 3.602e+006, 3.319e+006, 4.597e+006, -2448, 6681, -2920
1.686e+004, 0.8225, 5.876, 0.7195, 3.447e+006, 3.712e+006, 4.411e+006, -2727, 6404, -3275
1.692e+004, 0.8953, 5.945, 0.6795, 3.275e+006, 4.087e+006, 4.204e+006, -2992, 6095, -3615
1.698e+004, 0.9634, 6.008, 0.6369, 3.088e+006, 4.443e+006, 3.977e+006, -3244, 5758, -3937
1.704e+004, 1.027, 6.068, 0.5923, 2.886e+006, 4.778e+006, 3.732e+006, -3480, 5393, -4241
1.71e+004, 1.088, 6.124, 0.5458, 2.671e+006, 5.09e+006, 3.469e+006, -3700, 5003, -4525
1.716e+004, 1.144, 6.176, 0.4978, 2.442e+006, 5.377e+006, 3.189e+006, -3903, 4588, -4788
1.722e+004, 1.198, 6.226, 0.4484, 2.203e+006, 5.64e+006, 2.895e+006, -4087, 4152, -5028
1.728e+004, 1.25, 6.273, 0.398, 1.952e+006, 5.875e+006, 2.586e+006, -4251, 3696, -5245
1.734e+004, 1.299, 0.03491, 0.3465, 1.693e+006, 6.083e+006, 2.266e+006, -4396, 3222, -5437
1.74e+004, 1.347, 0.07816, 0.2943, 1.425e+006, 6.262e+006, 1.934e+006, -4520, 2732, -5603
1.746e+004, 1.393, 0.1199, 0.2415, 1.151e+006, 6.41e+006, 1.594e+006, -4622, 2229, -5743
1.752e+004, 1.438, 0.1606, 0.1881, 8.711e+005, 6.529e+006, 1.246e+006, -4702, 1714, -5855
1.758e+004, 1.482, 0.2003, 0.1343, 5.871e+005, 6.616e+006, 8.918e+005, -4760, 1192, -5940
1.764e+004, 1.526, 0.2395, 0.08023, 3.004e+005, 6.672e+006, 5.336e+005, -4795, 662.7, -5996
1.77e+004, 1.569, 0.2783, 0.02597, 1.214e+004, 6.695e+006, 1.728e+005, -4808, 130.2, -6024
1.776e+004, 1.612, 0.317, -0.02838, -2.761e+005, 6.687e+006, -1.888e+005, -4797, -403.4, -6024
1.782e+004, 1.655, 0.3559, -0.08271, -5.631e+005, 6.647e+006, -5.495e+005, -4764, -935.6, -5994
1.788e+004, 1.699, 0.3951, -0.1369, -8.473e+005, 6.575e+006, -9.076e+005, -4708, -1464, -5936
1.794e+004, 1.743, 0.4351, -0.1909, -1.128e+006, 6.472e+006, -1.261e+006, -4629, -1986, -5850
1.8e+004, 1.789, 0.476, -0.2445, -1.402e+006, 6.337e+006, -1.609e+006, -4527, -2498, -5735
1.806e+004, 1.835, 0.5181, -0.2977, -1.67e+006, 6.172e+006, -1.949e+006, -4404, -3000, -5593
1.812e+004, 1.883, 0.5618, -0.3502, -1.93e+006, 5.977e+006, -2.28e+006, -4260, -3487, -5424
1.818e+004, 1.933, 0.6074, -0.402, -2.181e+006, 5.754e+006, -2.599e+006, -4095, -3958, -5229
1.824e+004, 1.985, 0.6552, -0.4528, -2.421e+006, 5.503e+006, -2.907e+006, -3910, -4410, -5008
1.83e+004, 2.04, 0.7057, -0.5026, -2.65e+006, 5.225e+006, -3.2e+006, -3706, -4842, -4763
1.836e+004, 2.098, 0.7592, -0.551, -2.866e+006, 4.922e+006, -3.478e+006, -3483, -5251, -4495
1.842e+004, 2.159, 0.8162, -0.5979, -3.068e+006, 4.595e+006, -3.739e+006, -3244, -5634, -4205
1.848e+004, 2.225, 0.8771, -0.6429, -3.255e+006, 4.247e+006, -3.982e+006, -2989, -5991, -3894
1.854e+004, 2.295, 0.9425, -0.6857, -3.426e+006, 3.877e+006, -4.206e+006, -2719, -6319, -3565
1.86e+004, 2.369, 1.013, -0.7259, -3.581e+006, 3.489e+006, -4.409e+006, -2436, -6617, -3218
1.866e+004, 2.449, 1.088, -0.7632, -3.718e+006, 3.084e+006, -4.592e+006, -2141, -6883, -2855
1.872e+004, 2.535, 1.17, -0.7971, -3.837e+006, 2.664e+006, -4.752e+006, -1835, -7115, -2478
1.878e+004, 2.626, 1.257, -0.8271, -3.938e+006, 2.231e+006, -4.889e+006, -1521, -7313, -2089
1.884e+004, 2.723, 1.349, -0.8526, -4.02e+006, 1.787e+006, -5.002e+006, -1198, -7476, -1689
1.89e+004, 2.826, 1.447, -0.8732, -4.082e+006, 1.334e+006, -5.091e+006, -869.9, -7602, -1281
1.896e+004, 2.932, 1.55, -0.8885, -4.124e+006, 8.752e+005, -5.156e+006, -537.3, -7692, -867.3
1.902e+004, 3.043, 1.656, -0.8979, -4.146e+006, 4.119e+005, -5.195e+006, -202, -7744, -448.9
1.908e+004, 3.154, 1.763, -0.9014, -4.148e+006, -5.336e+004, -5.209e+006, 134.3, -7759, -28.32
1.914e+004, 3.266, 1.871, -0.8987, -4.13e+006, -5.184e+005, -5.199e+006, 469.9, -7736, 392.4
1.92e+004, 3.377, 1.977, -0.89, -4.092e+006, -9.809e+005, -5.162e+006, 803.2, -7675, 811.2
1.926e+004, 3.484, 2.08, -0.8756, -4.034e+006, -1.439e+006, -5.101e+006, 1133, -7577, 1226
1.932e+004, 3.587, 2.178, -0.8556, -3.956e+006, -1.889e+006, -5.015e+006, 1456, -7442, 1635
1.938e+004, 3.685, 2.272, -0.8307, -3.859e+006, -2.331e+006, -4.905e+006, 1773, -7271, 2035
1.944e+004, 3.777, 2.36, -0.8013, -3.744e+006, -2.761e+006, -4.771e+006, 2081, -7065, 2426
1.95e+004, 3.863, 2.442, -0.7679, -3.61e+006, -3.178e+006, -4.614e+006, 2378, -6825, 2804
1.956e+004, 3.944, 2.518, -0.731, -3.458e+006, -3.579e+006, -4.435e+006, 2664, -6551, 3169
1.962e+004, 4.02, 2.589, -0.6912, -3.29e+006, -3.964e+006, -4.234e+006, 2936, -6247, 3518
1.968e+004, 4.09, 2.655, -0.6487, -3.106e+006, -4.328e+006, -4.013e+006, 3195, -5912, 3850
1.974e+004, 4.156, 2.716, -0.604, -2.907e+006, -4.672e+006, -3.773e+006, 3437, -5549, 4163
1.98e+004, 4.218, 2.774, -0.5574, -2.694e+006, -4.994e+006, -3.514e+006, 3663, -5159, 4456
1.986e+004, 4.276, 2.828, -0.5092, -2.468e+006, -5.291e+006, -3.239e+006, 3871, -4745, 4727
1.992e+004, 4.331, 2.879, -0.4596, -2.23e+006, -5.563e+006, -2.947e+006, 4060, -4309, 4975
1.998e+004, 4.384, 2.927, -0.4089, -1.981e+006, -5.808e+006, -2.642e+006, 4229, -3852, 5199
2.004e+004, 4.434, 2.972, -0.3572, -1.723e+006, -6.025e+006, -2.324e+006, 4378, -3377, 5398
2.01e+004, 4.482, 3.016, -0.3048, -1.456e+006, -6.213e+006, -1.995e+006, 4505, -2887, 5570
2.016e+004, 4.529, 3.059, -0.2518, -1.183e+006, -6.371e+006, -1.656e+006, 4611, -2383, 5716
2.022e+004, 4.574, 3.1, -0.1982, -9.036e+005, -6.498e+006, -1.309e+006, 4694, -1868, 5835
2.028e+004, 4.619, 3.14, -0.1443, -6.2e+005, -6.595e+006, -9.565e+005, 4755, -1344, 5925
2.034e+004, 4.662, 3.179, -0.09016, -3.335e+005, -6.66e+006, -5.99e+005, 4793, -815.2, 5987
2.04e+004, 4.706, 3.218, -0.03587, -4.529e+004, -6.693e+006, -2.386e+005, 4808, -282.7, 6020
2.046e+004, 4.749, 3.257, 0.01846, 2.431e+005, -6.693e+006, 1.229e+005, 4800, 250.8, 6025
2.052e+004, 4.792, 3.295, 0.07272, 5.303e+005, -6.662e+006, 4.838e+005, 4770, 782.5, 6001
2.058e+004, 4.835, 3.335, 0.1268, 8.15e+005, -6.6e+006, 8.424e+005, 4716, 1310, 5948
2.064e+004, 4.879, 3.374, 0.1806, 1.096e+006, -6.505e+006, 1.197e+006, 4640, 1831, 5867
2.07e+004, 4.924, 3.415, 0.234, 1.371e+006, -6.38e+006, 1.546e+006, 4542, 2343, 5759
2.076e+004, 4.97, 3.456, 0.2869, 1.64e+006, -6.225e+006, 1.887e+006, 4423, 2843, 5623
2.082e+004, 5.017, 3.499, 0.3392, 1.902e+006, -6.039e+006, 2.22e+006, 4282, 3329, 5460
2.088e+004, 5.067, 3.544, 0.3907, 2.154e+006, -5.825e+006, 2.542e+006, 4122, 3799, 5272
2.094e+004, 5.118, 3.591, 0.4413, 2.396e+006, -5.584e+006, 2.852e+006, 3941, 4251, 5059
2.1e+004, 5.171, 3.64, 0.4908, 2.627e+006, -5.316e+006, 3.149e+006, 3743, 4683, 4822
2.106e+004, 5.228, 3.692, 0.539, 2.845e+006, -5.022e+006, 3.43e+006, 3526, 5092, 4563
2.112e+004, 5.287, 3.747, 0.5857, 3.049e+006, -4.705e+006, 3.696e+006, 3293, 5477, 4282
2.118e+004, 5.351, 3.806, 0.6306, 3.239e+006, -4.366e+006, 3.944e+006, 3044, 5835, 3981
2.124e+004, 5.418, 3.869, 0.6735, 3.414e+006, -4.005e+006, 4.173e+006, 2781, 6166, 3661
2.13e+004, 5.49, 3.937, 0.7139, 3.573e+006, -3.626e+006, 4.383e+006, 2505, 6467, 3324
2.136e+004, 5.567, 4.01, 0.7516, 3.715e+006, -3.23e+006, 4.572e+006, 2217, 6738, 2971
2.142e+004, 5.65, 4.088, 0.7861, 3.839e+006, -2.818e+006, 4.739e+006, 1919, 6977, 2604
2.148e+004, 5.738, 4.172, 0.817, 3.945e+006, -2.393e+006, 4.884e+006, 1612, 7183, 2226
2.154e+004, 5.831, 4.261, 0.8437, 4.032e+006, -1.957e+006, 5.006e+006, 1297, 7355, 1836
2.16e+004, 5.93, 4.355, 0.8658, 4.1e+006, -1.511e+006, 5.104e+006, 975.9, 7492, 1438
2.166e+004, 6.033, 4.454, 0.8829, 4.149e+006, -1.059e+006, 5.178e+006, 650.3, 7593, 1034
2.172e+004, 6.14, 4.556, 0.8946, 4.178e+006, -6.01e+005, 5.228e+006, 321.7, 7659, 624.2
2.178e+004, 6.25, 4.661, 0.9006, 4.188e+006, -1.404e+005, 5.253e+006, -8.504, 7688, 211.8
2.184e+004, 0.07664, 4.767, 0.9007, 4.177e+006, 3.208e+005, 5.253e+006, -338.6, 7681, -201.7
2.19e+004, 0.186, 4.872, 0.8949, 4.147e+006, 7.805e+005, 5.229e+006, -667.2, 7637, -614.2
2.196e+004, 0.2931, 4.975, 0.8834, 4.097e+006, 1.237e+006, 5.18e+006, -992.6, 7558, -1024
2.202e+004, 0.3966, 5.074, 0.8664, 4.028e+006, 1.687e+006, 5.106e+006, -1313, 7442, -1429
2.208e+004, 0.4954, 5.168, 0.8444, 3.94e+006, 2.129e+006, 5.009e+006, -1628, 7292, -1827
2.214e+004, 0.589, 5.258, 0.8178, 3.833e+006, 2.561e+006, 4.887e+006, -1935, 7106, -2216
2.22e+004, 0.6772, 5.341, 0.787, 3.708e+006, 2.981e+006, 4.743e+006, -2233, 6887, -2596
2.226e+004, 0.7597, 5.42, 0.7526, 3.565e+006, 3.387e+006, 4.576e+006, -2520, 6636, -2963
2.232e+004, 0.837, 5.493, 0.715, 3.406e+006, 3.777e+006, 4.387e+006, -2795, 6353, -3316
2.238e+004, 0.9093, 5.56, 0.6746, 3.23e+006, 4.149e+006, 4.178e+006, -3058, 6040, -3653
2.244e+004, 0.9769, 5.624, 0.6318, 3.039e+006, 4.501e+006, 3.949e+006, -3306, 5698, -3974
2.25e+004, 1.04, 5.683, 0.5869, 2.834e+006, 4.832e+006, 3.702e+006, -3538, 5328, -4276
2.256e+004, 1.1, 5.738, 0.5402, 2.615e+006, 5.14e+006, 3.437e+006, -3754, 4934, -4557
2.262e+004, 1.157, 5.79, 0.4921, 2.384e+006, 5.423e+006, 3.155e+006, -3951, 4516, -4818
2.268e+004, 1.21, 5.84, 0.4426, 2.141e+006, 5.681e+006, 2.859e+006, -4131, 4076, -5055
2.274e+004, 1.262, 5.887, 0.392, 1.888e+006, 5.912e+006, 2.549e+006, -4290, 3616, -5269
2.28e+004, 1.311, 5.931, 0.3405, 1.627e+006, 6.115e+006, 2.227e+006, -4430, 3139, -5458
2.286e+004, 1.358, 5.974, 0.2882, 1.357e+006, 6.288e+006, 1.895e+006, -4548, 2647, -5621
2.292e+004, 1.404, 6.016, 0.2352, 1.081e+006, 6.432e+006, 1.553e+006, -4645, 2142, -5757
2.298e+004, 1.449, 6.057, 0.1818, 8.002e+005, 6.545e+006, 1.204e+006, -4720, 1626, -5867
2.304e+004, 1.493, 6.096, 0.128, 5.153e+005, 6.627e+006, 8.499e+005, -4772, 1102, -5948
2.31e+004, 1.537, 6.135, 0.07387, 2.28e+005, 6.677e+006, 4.913e+005, -4802, 572.6, -6001
2.316e+004, 1.58, 6.174, 0.01959, -6.041e+004, 6.696e+006, 1.303e+005, -4808, 39.8, -6026
2.322e+004, 1.623, 6.213, -0.03477, -3.485e+005, 6.682e+006, -2.313e+005, -4792, -493.7, -6022
2.328e+004, 1.666, 6.252, -0.08909, -6.35e+005, 6.637e+006, -5.917e+005, -4753, -1025, -5989
2.334e+004, 1.71, 0.007932, -0.1433, -9.184e+005, 6.559e+006, -9.494e+005, -4691, -1553, -5928
2.34e+004, 1.754, 0.04799, -0.1972, -1.197e+006, 6.45e+006, -1.303e+006, -4606, -2073, -5838
2.346e+004, 1.8, 0.08903, -0.2508, -1.471e+006, 6.311e+006, -1.649e+006, -4499, -2584, -5720
2.352e+004, 1.846, 0.1313, -0.3039, -1.737e+006, 6.141e+006, -1.988e+006, -4371, -3083, -5575
2.358e+004, 1.895, 0.1752, -0.3563, -1.995e+006, 5.941e+006, -2.318e+006, -4221, -3568, -5403
2.364e+004, 1.945, 0.2211, -0.408, -2.243e+006, 5.713e+006, -2.636e+006, -4051, -4036, -5204
2.37e+004, 1.997, 0.2692, -0.4588, -2.48e+006, 5.457e+006, -2.942e+006, -3861, -4485, -4981
2.376e+004, 2.053, 0.32, -0.5084, -2.706e+006, 5.175e+006, -3.233e+006, -3652, -4912, -4733
2.382e+004, 2.111, 0.3739, -0.5566, -2.918e+006, 4.868e+006, -3.509e+006, -3426, -5317, -4462
2.388e+004, 2.173, 0.4313, -0.6033, -3.117e+006, 4.538e+006, -3.768e+006, -3182, -5696, -4170
2.394e+004, 2.238, 0.4928, -0.648, -3.3e+006, 4.185e+006, -4.009e+006, -2923, -6048, -3857
2.4e+004, 2.309, 0.5587, -0.6905, -3.467e+006, 3.812e+006, -4.231e+006, -2650, -6371, -3525
2.406e+004, 2.384, 0.6296, -0.7305, -3.618e+006, 3.421e+006, -4.432e+006, -2364, -6663, -3176
2.412e+004, 2.465, 0.7059, -0.7674, -3.751e+006, 3.013e+006, -4.612e+006, -2066, -6924, -2811
2.418e+004, 2.551, 0.7878, -0.8008, -3.865e+006, 2.591e+006, -4.769e+006, -1758, -7150, -2433
2.424e+004, 2.643, 0.8756, -0.8303, -3.961e+006, 2.156e+006, -4.903e+006, -1441, -7343, -2042
2.43e+004, 2.741, 0.9689, -0.8553, -4.038e+006, 1.711e+006, -5.014e+006, -1117, -7499, -1642
2.436e+004, 2.844, 1.067, -0.8753, -4.095e+006, 1.257e+006, -5.1e+006, -787.1, -7620, -1233
2.442e+004, 2.951, 1.17, -0.8899, -4.132e+006, 7.97e+005, -5.162e+006, -453.6, -7703, -818.4
2.448e+004, 3.061, 1.276, -0.8986, -4.15e+006, 3.332e+005, -5.198e+006, -117.8, -7749, -399.7
2.454e+004, 3.173, 1.384, -0.9014, -4.147e+006, -1.321e+005, -5.21e+006, 218.5, -7757, 21.03
2.46e+004, 3.285, 1.491, -0.898, -4.123e+006, -5.968e+005, -5.196e+006, 553.8, -7727, 441.6
2.466e+004, 3.395, 1.597, -0.8886, -4.08e+006, -1.059e+006, -5.157e+006, 886.3, -7660, 860
2.472e+004, 3.502, 1.7, -0.8735, -4.017e+006, -1.515e+006, -5.093e+006, 1214, -7556, 1274
2.478e+004, 3.605, 1.798, -0.8529, -3.935e+006, -1.965e+006, -5.004e+006, 1537, -7415, 1682
2.484e+004, 3.702, 1.89, -0.8275, -3.833e+006, -2.404e+006, -4.891e+006, 1851, -7238, 2081
2.49e+004, 3.793, 1.978, -0.7976, -3.713e+006, -2.832e+006, -4.754e+006, 2157, -7026, 2471
2.496e+004, 3.879, 2.059, -0.7637, -3.574e+006, -3.247e+006, -4.595e+006, 2451, -6780, 2848
2.502e+004, 3.959, 2.135, -0.7265, -3.419e+006, -3.645e+006, -4.413e+006, 2734, -6502, 3211
2.508e+004, 4.034, 2.205, -0.6863, -3.247e+006, -4.026e+006, -4.21e+006, 3003, -6192, 3558
2.514e+004, 4.104, 2.27, -0.6435, -3.059e+006, -4.388e+006, -3.986e+006, 3258, -5852, 3888
2.52e+004, 4.169, 2.331, -0.5986, -2.856e+006, -4.728e+006, -3.744e+006, 3496, -5485, 4198
2.526e+004, 4.23, 2.388, -0.5518, -2.639e+006, -5.045e+006, -3.483e+006, 3718, -5091, 4489
2.532e+004, 4.288, 2.442, -0.5034, -2.41e+006, -5.338e+006, -3.205e+006, 3921, -4673, 4757
2.538e+004, 4.343, 2.492, -0.4537, -2.169e+006, -5.606e+006, -2.912e+006, 4105, -4233, 5002
2.544e+004, 4.395, 2.54, -0.4029, -1.918e+006, -5.846e+006, -2.606e+006, 4269, -3773, 5223
2.55e+004, 4.445, 2.586, -0.3511, -1.657e+006, -6.058e+006, -2.286e+006, 4413, -3295, 5419
2.556e+004, 4.493, 2.63, -0.2986, -1.389e+006, -6.241e+006, -1.956e+006, 4535, -2802, 5589
2.562e+004, 4.54, 2.672, -0.2455, -1.114e+006, -6.394e+006, -1.616e+006, 4635, -2296, 5731
2.568e+004, 4.585, 2.713, -0.192, -8.332e+005, -6.516e+006, -1.269e+006, 4713, -1780, 5846
2.574e+004, 4.63, 2.753, -0.138, -5.487e+005, -6.608e+006, -9.151e+005, 4768, -1256, 5933
2.58e+004, 4.673, 2.792, -0.08385, -2.615e+005, -6.667e+006, -5.572e+005, 4800, -725.8, 5992
2.586e+004, 4.716, 2.831, -0.02956, 2.688e+004, -6.695e+006, -1.967e+005, 4810, -192.9, 6022
2.592e+004, 4.759, 2.869, 0.02476, 3.152e+005, -6.69e+006, 1.648e+005, 4796, 340.3, 6023
2.598e+004, 4.803, 2.908, 0.079, 6.019e+005, -6.654e+006, 5.255e+005, 4760, 871.4, 5996
2.604e+004, 4.846, 2.947, 0.133, 8.859e+005, -6.586e+006, 8.837e+005, 4700, 1398, 5940
2.61e+004, 4.89, 2.987, 0.1868, 1.166e+006, -6.486e+006, 1.238e+006, 4619, 1917, 5856
2.616e+004, 4.935, 3.028, 0.2402, 1.44e+006, -6.356e+006, 1.586e+006, 4515, 2427, 5744
2.622e+004, 4.981, 3.069, 0.293, 1.707e+006, -6.195e+006, 1.926e+006, 4391, 2925, 5605
2.628e+004, 5.029, 3.112, 0.3452, 1.966e+006, -6.005e+006, 2.258e+006, 4245, 3409, 5440
2.634e+004, 5.078, 3.157, 0.3966, 2.216e+006, -5.786e+006, 2.579e+006, 4079, 3876, 5249
2.64e+004, 5.13, 3.204, 0.4471, 2.455e+006, -5.54e+006, 2.887e+006, 3894, 4325, 5033
2.646e+004, 5.183, 3.254, 0.4965, 2.683e+006, -5.268e+006, 3.182e+006, 3691, 4752, 4793
2.652e+004, 5.24, 3.306, 0.5445, 2.898e+006, -4.97e+006, 3.462e+006, 3470, 5157, 4531
2.658e+004, 5.3, 3.362, 0.591, 3.099e+006, -4.649e+006, 3.725e+006, 3233, 5538, 4248
2.664e+004, 5.364, 3.421, 0.6357, 3.285e+006, -4.306e+006, 3.971e+006, 2981, 5892, 3944
2.67e+004, 5.432, 3.485, 0.6783, 3.456e+006, -3.943e+006, 4.198e+006, 2714, 6218, 3623
2.676e+004, 5.505, 3.553, 0.7184, 3.611e+006, -3.561e+006, 4.406e+006, 2435, 6514, 3284
2.682e+004, 5.582, 3.627, 0.7557, 3.748e+006, -3.162e+006, 4.592e+006, 2144, 6780, 2929
2.688e+004, 5.665, 3.705, 0.7898, 3.868e+006, -2.748e+006, 4.757e+006, 1844, 7013, 2561
2.694e+004, 5.754, 3.79, 0.8202, 3.969e+006, -2.321e+006, 4.899e+006, 1534, 7213, 2181
2.7e+004, 5.848, 3.879, 0.8465, 4.052e+006, -1.883e+006, 5.018e+006, 1218, 7379, 1791
2.706e+004, 5.947, 3.974, 0.8681, 4.115e+006, -1.436e+006, 5.114e+006, 895.3, 7510, 1392
2.712e+004, 6.051, 4.074, 0.8846, 4.159e+006, -9.826e+005, 5.185e+006, 568.8, 7606, 986.8
2.718e+004, 6.159, 4.177, 0.8956, 4.184e+006, -5.243e+005, 5.232e+006, 239.5, 7665, 576.9
2.724e+004, 6.268, 4.282, 0.9009, 4.188e+006, -6.347e+004, 5.255e+006, -90.87, 7688, 164.3
2.73e+004, 0.095, 4.387, 0.9003, 4.173e+006, 3.976e+005, 5.252e+006, -420.8, 7675, -249.2
2.736e+004, 0.2042, 4.492, 0.8938, 4.138e+006, 8.568e+005, 5.225e+006, -748.8, 7626, -661.4
2.742e+004, 0.3109, 4.595, 0.8817, 4.083e+006, 1.312e+006, 5.173e+006, -1073, 7540, -1071
2.748e+004, 0.4139, 4.693, 0.8641, 4.009e+006, 1.761e+006, 5.096e+006, -1393, 7419, -1475
2.754e+004, 0.5122, 4.787, 0.8416, 3.916e+006, 2.202e+006, 4.996e+006, -1706, 7262, -1872
2.76e+004, 0.6052, 4.876, 0.8144, 3.804e+006, 2.632e+006, 4.872e+006, -2010, 7071, -2261
2.766e+004, 0.6926, 4.959, 0.7832, 3.675e+006, 3.049e+006, 4.725e+006, -2306, 6847, -2638
2.772e+004, 0.7746, 5.036, 0.7484, 3.528e+006, 3.453e+006, 4.555e+006, -2590, 6590, -3004
2.778e+004, 0.8513, 5.109, 0.7105, 3.364e+006, 3.84e+006, 4.365e+006, -2863, 6302, -3355
2.784e+004, 0.923, 5.176, 0.6698, 3.185e+006, 4.208e+006, 4.153e+006, -3122, 5984, -3691
2.79e+004, 0.9901, 5.239, 0.6268, 2.99e+006, 4.557e+006, 3.922e+006, -3366, 5637, -4010
2.796e+004, 1.053, 5.297, 0.5817, 2.781e+006, 4.884e+006, 3.672e+006, -3594, 5264, -4309
2.802e+004, 1.113, 5.353, 0.5348, 2.559e+006, 5.188e+006, 3.405e+006, -3805, 4865, -4588
2.808e+004, 1.169, 5.404, 0.4865, 2.325e+006, 5.468e+006, 3.122e+006, -3999, 4443, -4846
2.814e+004, 1.222, 5.453, 0.4368, 2.08e+006, 5.721e+006, 2.824e+006, -4173, 4000, -5081
2.82e+004, 1.273, 5.5, 0.3861, 1.824e+006, 5.947e+006, 2.513e+006, -4328, 3538, -5292
2.826e+004, 1.322, 5.545, 0.3345, 1.561e+006, 6.145e+006, 2.19e+006, -4462, 3058, -5478
2.832e+004, 1.369, 5.587, 0.2821, 1.289e+006, 6.314e+006, 1.856e+006, -4575, 2563, -5638
2.838e+004, 1.415, 5.629, 0.2291, 1.012e+006, 6.453e+006, 1.514e+006, -4667, 2056, -5771
2.844e+004, 1.46, 5.669, 0.1757, 7.299e+005, 6.561e+006, 1.164e+006, -4736, 1539, -5877
2.85e+004, 1.504, 5.709, 0.1218, 4.442e+005, 6.637e+006, 8.09e+005, -4783, 1014, -5956
2.856e+004, 1.547, 5.748, 0.06766, 1.564e+005, 6.682e+006, 4.5e+005, -4807, 483.9, -6006
2.862e+004, 1.591, 5.787, 0.01336, -1.321e+005, 6.695e+006, 8.889e+004, -4808, -49.14, -6027
2.868e+004, 1.634, 5.825, -0.041, -4.201e+005, 6.676e+006, -2.727e+005, -4786, -582.5, -6020
