     Time , Longitude, Geodetic Longitude, Latitude, XYZ (x) , XYZ (y) , XYZ (z) , Velocity (x) , Velocity (y) , Velocity (z) 
 [s] , rad, rad, rad, m, m, m, m/s, m/s, m/s
60, 0.11, 0.1056, 0.8984, 4.176e+006, 4.611e+005, 5.244e+006, -330.1, 7673, -413.3
120, 0.2184, 0.2096, 0.8897, 4.146e+006, 9.2e+005, 5.207e+006, -658.6, 7618, -824.6
180, 0.3237, 0.3106, 0.8753, 4.097e+006, 1.375e+006, 5.145e+006, -984, 7528, -1232
240, 0.4249, 0.4074, 0.8557, 4.028e+006, 1.823e+006, 5.059e+006, -1305, 7402, -1634
300, 0.5212, 0.4993, 0.8312, 3.94e+006, 2.262e+006, 4.949e+006, -1619, 7240, -2028
360, 0.612, 0.5857, 0.8024, 3.834e+006, 2.691e+006, 4.816e+006, -1926, 7045, -2412
420, 0.6972, 0.6666, 0.7697, 3.709e+006, 3.107e+006, 4.66e+006, -2224, 6816, -2786
480, 0.7771, 0.7421, 0.7336, 3.567e+006, 3.508e+006, 4.482e+006, -2512, 6554, -3146
540, 0.8517, 0.8123, 0.6945, 3.408e+006, 3.893e+006, 4.282e+006, -2788, 6262, -3491
600, 0.9215, 0.8778, 0.6529, 3.233e+006, 4.259e+006, 4.063e+006, -3050, 5939, -3820
660, 0.987, 0.9388, 0.609, 3.042e+006, 4.605e+006, 3.824e+006, -3298, 5589, -4131
720, 1.048, 0.996, 0.5631, 2.837e+006, 4.929e+006, 3.568e+006, -3531, 5212, -4423
780, 1.107, 1.05, 0.5156, 2.619e+006, 5.23e+006, 3.294e+006, -3747, 4810, -4693
840, 1.162, 1.1, 0.4668, 2.388e+006, 5.506e+006, 3.005e+006, -3945, 4385, -4942
900, 1.214, 1.148, 0.4167, 2.146e+006, 5.755e+006, 2.702e+006, -4125, 3938, -5168
960, 1.264, 1.194, 0.3656, 1.893e+006, 5.978e+006, 2.385e+006, -4285, 3473, -5369
1020, 1.312, 1.238, 0.3137, 1.632e+006, 6.172e+006, 2.058e+006, -4425, 2991, -5544
1080, 1.359, 1.28, 0.261, 1.363e+006, 6.337e+006, 1.721e+006, -4544, 2495, -5694
1140, 1.404, 1.321, 0.2079, 1.087e+006, 6.471e+006, 1.375e+006, -4641, 1986, -5816
1200, 1.449, 1.361, 0.1542, 8.064e+005, 6.575e+006, 1.023e+006, -4716, 1467, -5912
1260, 1.492, 1.401, 0.1002, 5.217e+005, 6.647e+006, 6.662e+005, -4769, 941.4, -5979
1320, 1.536, 1.439, 0.04602, 2.346e+005, 6.688e+006, 3.062e+005, -4799, 410.4, -6017
1380, 1.579, 1.478, -0.008304, -5.37e+004, 6.696e+006, -5.525e+004, -4806, -123, -6027
1440, 1.622, 1.517, -0.06265, -3.417e+005, 6.673e+006, -4.165e+005, -4791, -656.3, -6008
1500, 1.665, 1.556, -0.1169, -6.281e+005, 6.617e+006, -7.757e+005, -4752, -1187, -5961
1560, 1.709, 1.596, -0.171, -9.115e+005, 6.53e+006, -1.131e+006, -4690, -1713, -5885
1620, 1.754, 1.636, -0.2247, -1.19e+006, 6.412e+006, -1.481e+006, -4606, -2230, -5781
1680, 1.8, 1.678, -0.2781, -1.464e+006, 6.263e+006, -1.824e+006, -4500, -2738, -5649
1740, 1.848, 1.721, -0.3308, -1.73e+006, 6.084e+006, -2.159e+006, -4372, -3233, -5489
1800, 1.897, 1.766, -0.3829, -1.988e+006, 5.875e+006, -2.483e+006, -4223, -3713, -5304
1860, 1.948, 1.813, -0.4341, -2.236e+006, 5.639e+006, -2.795e+006, -4053, -4176, -5092
1920, 2.002, 1.862, -0.4843, -2.474e+006, 5.375e+006, -3.093e+006, -3863, -4619, -4856
1980, 2.059, 1.914, -0.5333, -2.7e+006, 5.085e+006, -3.377e+006, -3655, -5040, -4597
2040, 2.119, 1.97, -0.5807, -2.912e+006, 4.77e+006, -3.644e+006, -3429, -5437, -4314
2100, 2.183, 2.03, -0.6264, -3.111e+006, 4.433e+006, -3.894e+006, -3186, -5808, -4011
2160, 2.251, 2.093, -0.6701, -3.294e+006, 4.074e+006, -4.125e+006, -2928, -6151, -3689
2220, 2.324, 2.162, -0.7114, -3.462e+006, 3.695e+006, -4.336e+006, -2655, -6465, -3348
2280, 2.402, 2.235, -0.7498, -3.613e+006, 3.299e+006, -4.527e+006, -2369, -6748, -2990
2340, 2.485, 2.314, -0.785, -3.746e+006, 2.886e+006, -4.695e+006, -2071, -6998, -2618
2400, 2.574, 2.399, -0.8165, -3.861e+006, 2.46e+006, -4.841e+006, -1763, -7215, -2234
2460, 2.669, 2.49, -0.8437, -3.957e+006, 2.021e+006, -4.963e+006, -1446, -7396, -1838
2520, 2.77, 2.586, -0.8662, -4.034e+006, 1.573e+006, -5.061e+006, -1122, -7542, -1433
2580, 2.875, 2.687, -0.8835, -4.092e+006, 1.117e+006, -5.135e+006, -793.1, -7651, -1021
2640, 2.984, 2.792, -0.8951, -4.129e+006, 6.554e+005, -5.183e+006, -459.8, -7723, -603.6
2700, 3.096, 2.899, -0.9008, -4.147e+006, 1.908e+005, -5.207e+006, -124.2, -7757, -183.5
2760, 3.208, 3.007, -0.9004, -4.144e+006, -2.747e+005, -5.205e+006, 212, -7754, 237.4
2820, 3.319, 3.113, -0.894, -4.121e+006, -7.388e+005, -5.178e+006, 547.2, -7713, 657.2
2880, 3.428, 3.218, -0.8816, -4.079e+006, -1.199e+006, -5.126e+006, 879.6, -7634, 1074
2940, 3.532, 3.318, -0.8636, -4.016e+006, -1.654e+006, -5.05e+006, 1208, -7518, 1485
3000, 3.632, 3.413, -0.8405, -3.934e+006, -2.101e+006, -4.948e+006, 1530, -7366, 1889
3060, 3.726, 3.503, -0.8127, -3.833e+006, -2.537e+006, -4.823e+006, 1844, -7178, 2283
3120, 3.815, 3.587, -0.7807, -3.713e+006, -2.962e+006, -4.675e+006, 2150, -6956, 2667
3180, 3.898, 3.666, -0.745, -3.575e+006, -3.371e+006, -4.503e+006, 2445, -6700, 3037
3240, 3.975, 3.739, -0.7062, -3.42e+006, -3.765e+006, -4.311e+006, 2727, -6411, 3392
3300, 4.047, 3.807, -0.6646, -3.248e+006, -4.14e+006, -4.097e+006, 2997, -6092, 3731
3360, 4.115, 3.87, -0.6207, -3.06e+006, -4.495e+006, -3.863e+006, 3251, -5743, 4051
3420, 4.178, 3.929, -0.5747, -2.858e+006, -4.829e+006, -3.611e+006, 3490, -5367, 4352
3480, 4.238, 3.984, -0.5271, -2.642e+006, -5.139e+006, -3.341e+006, 3711, -4966, 4631
3540, 4.294, 4.036, -0.478, -2.413e+006, -5.424e+006, -3.056e+006, 3915, -4541, 4888
3600, 4.347, 4.085, -0.4276, -2.172e+006, -5.683e+006, -2.755e+006, 4099, -4094, 5121
3660, 4.398, 4.131, -0.3763, -1.921e+006, -5.915e+006, -2.442e+006, 4264, -3628, 5329
3720, 4.447, 4.176, -0.3241, -1.661e+006, -6.118e+006, -2.116e+006, 4407, -3145, 5511
3780, 4.495, 4.219, -0.2713, -1.393e+006, -6.292e+006, -1.781e+006, 4530, -2648, 5667
3840, 4.54, 4.26, -0.2179, -1.118e+006, -6.436e+006, -1.437e+006, 4630, -2138, 5795
3900, 4.585, 4.301, -0.1641, -8.377e+005, -6.549e+006, -1.086e+006, 4709, -1619, 5896
3960, 4.629, 4.34, -0.11, -5.534e+005, -6.63e+006, -7.301e+005, 4764, -1092, 5968
4020, 4.673, 4.379, -0.05572, -2.665e+005, -6.68e+006, -3.705e+005, 4797, -560.8, 6012
4080, 4.716, 4.418, -0.00138, 2.175e+004, -6.697e+006, -9182, 4807, -27.27, 6027
4140, 4.759, 4.457, 0.05293, 3.099e+005, -6.683e+006, 3.522e+005, 4794, 505.9, 6014
4200, 4.802, 4.496, 0.1071, 5.965e+005, -6.637e+006, 7.119e+005, 4757, 1036, 5971
4260, 4.846, 4.535, 0.161, 8.803e+005, -6.559e+006, 1.068e+006, 4699, 1561, 5901
4320, 4.89, 4.575, 0.2146, 1.16e+006, -6.449e+006, 1.419e+006, 4618, 2078, 5802
4380, 4.936, 4.616, 0.2678, 1.434e+006, -6.309e+006, 1.764e+006, 4515, 2585, 5676
4440, 4.983, 4.659, 0.3203, 1.701e+006, -6.139e+006, 2.1e+006, 4390, 3079, 5523
4500, 5.031, 4.703, 0.3721, 1.96e+006, -5.94e+006, 2.426e+006, 4245, 3558, 5344
4560, 5.082, 4.749, 0.4231, 2.21e+006, -5.713e+006, 2.741e+006, 4080, 4020, 5140
4620, 5.134, 4.797, 0.473, 2.45e+006, -5.458e+006, 3.042e+006, 3895, 4462, 4912
4680, 5.19, 4.848, 0.5217, 2.677e+006, -5.178e+006, 3.33e+006, 3692, 4883, 4660
4740, 5.248, 4.902, 0.569, 2.892e+006, -4.873e+006, 3.601e+006, 3472, 5281, 4387
4800, 5.31, 4.96, 0.6146, 3.094e+006, -4.545e+006, 3.856e+006, 3235, 5653, 4093
4860, 5.376, 5.022, 0.6583, 3.28e+006, -4.195e+006, 4.092e+006, 2983, 5999, 3779
4920, 5.446, 5.088, 0.6996, 3.451e+006, -3.825e+006, 4.309e+006, 2717, 6316, 3448
4980, 5.522, 5.159, 0.7384, 3.606e+006, -3.438e+006, 4.505e+006, 2438, 6603, 3101
5040, 5.602, 5.235, 0.7741, 3.744e+006, -3.034e+006, 4.681e+006, 2148, 6859, 2739
5100, 5.688, 5.316, 0.8063, 3.863e+006, -2.615e+006, 4.834e+006, 1847, 7082, 2364
5160, 5.78, 5.403, 0.8346, 3.965e+006, -2.184e+006, 4.964e+006, 1538, 7271, 1978
5220, 5.877, 5.496, 0.8584, 4.048e+006, -1.743e+006, 5.071e+006, 1222, 7426, 1583
5280, 5.978, 5.593, 0.8774, 4.112e+006, -1.294e+006, 5.154e+006, 899.5, 7546, 1181
5340, 6.084, 5.695, 0.8911, 4.156e+006, -8.385e+005, 5.213e+006, 573.2, 7631, 772.9
5400, 6.193, 5.799, 0.8991, 4.18e+006, -3.791e+005, 5.247e+006, 244.1, 7679, 361.2
5460, 0.01964, 5.905, 0.9013, 4.185e+006, 8.22e+004, 5.256e+006, -86.12, 7690, -52.2
5520, 0.1295, 6.01, 0.8976, 4.17e+006, 5.431e+005, 5.24e+006, -415.9, 7666, -465.3
5580, 0.2376, 6.114, 0.8882, 4.135e+006, 1.001e+006, 5.2e+006, -743.8, 7605, -876.3
5640, 0.3425, 6.214, 0.8731, 4.081e+006, 1.455e+006, 5.135e+006, -1068, 7508, -1283
5700, 0.4431, 0.02743, 0.8529, 4.007e+006, 1.902e+006, 5.046e+006, -1387, 7375, -1684
5760, 0.5386, 0.1186, 0.8279, 3.914e+006, 2.339e+006, 4.933e+006, -1700, 7208, -2077
5820, 0.6288, 0.2044, 0.7985, 3.803e+006, 2.766e+006, 4.797e+006, -2005, 7006, -2460
5880, 0.7133, 0.2846, 0.7654, 3.674e+006, 3.179e+006, 4.638e+006, -2300, 6771, -2832
5940, 0.7925, 0.3593, 0.7289, 3.527e+006, 3.578e+006, 4.458e+006, -2585, 6504, -3190
6000, 0.8665, 0.429, 0.6894, 3.364e+006, 3.959e+006, 4.256e+006, -2857, 6206, -3533
6060, 0.9357, 0.4938, 0.6475, 3.185e+006, 4.322e+006, 4.034e+006, -3116, 5879, -3860
6120, 1.001, 0.5544, 0.6033, 2.99e+006, 4.664e+006, 3.793e+006, -3361, 5524, -4169
6180, 1.062, 0.6111, 0.5572, 2.782e+006, 4.984e+006, 3.534e+006, -3589, 5142, -4458
6240, 1.119, 0.6644, 0.5096, 2.56e+006, 5.281e+006, 3.259e+006, -3800, 4736, -4726
6300, 1.174, 0.7146, 0.4605, 2.326e+006, 5.552e+006, 2.968e+006, -3994, 4307, -4972
6360, 1.226, 0.7623, 0.4103, 2.081e+006, 5.797e+006, 2.662e+006, -4168, 3857, -5194
6420, 1.276, 0.8078, 0.3591, 1.826e+006, 6.014e+006, 2.345e+006, -4323, 3389, -5392
6480, 1.324, 0.8515, 0.3071, 1.563e+006, 6.203e+006, 2.016e+006, -4458, 2904, -5565
6540, 1.37, 0.8936, 0.2544, 1.292e+006, 6.363e+006, 1.677e+006, -4571, 2405, -5711
6600, 1.416, 0.9345, 0.2011, 1.015e+006, 6.492e+006, 1.331e+006, -4663, 1894, -5830
6660, 1.46, 0.9744, 0.1474, 7.327e+005, 6.59e+006, 9.784e+005, -4732, 1374, -5922
6720, 1.504, 1.014, 0.09341, 4.472e+005, 6.656e+006, 6.21e+005, -4779, 847.2, -5985
6780, 1.547, 1.053, 0.03918, 1.597e+005, 6.691e+006, 2.607e+005, -4803, 315.6, -6020
6840, 1.59, 1.091, -0.01515, -1.287e+005, 6.694e+006, -1.008e+005, -4805, -218, -6026
6900, 1.633, 1.13, -0.06949, -4.164e+005, 6.665e+006, -4.619e+005, -4783, -751, -6004
6960, 1.677, 1.169, -0.1237, -7.022e+005, 6.604e+006, -8.207e+005, -4738, -1281, -5953
7020, 1.721, 1.209, -0.1778, -9.846e+005, 6.512e+006, -1.176e+006, -4671, -1805, -5873
7080, 1.766, 1.25, -0.2315, -1.262e+006, 6.388e+006, -1.525e+006, -4581, -2322, -5766
7140, 1.812, 1.291, -0.2848, -1.534e+006, 6.233e+006, -1.867e+006, -4469, -2827, -5630
7200, 1.86, 1.335, -0.3375, -1.798e+006, 6.049e+006, -2.2e+006, -4335, -3320, -5468
7260, 1.909, 1.38, -0.3894, -2.054e+006, 5.835e+006, -2.523e+006, -4181, -3797, -5279
7320, 1.961, 1.427, -0.4405, -2.299e+006, 5.593e+006, -2.833e+006, -4006, -4256, -5064
7380, 2.015, 1.477, -0.4906, -2.534e+006, 5.325e+006, -3.13e+006, -3811, -4695, -4825
7440, 2.072, 1.53, -0.5393, -2.756e+006, 5.031e+006, -3.411e+006, -3598, -5112, -4562
7500, 2.133, 1.586, -0.5866, -2.965e+006, 4.712e+006, -3.677e+006, -3368, -5505, -4277
7560, 2.197, 1.646, -0.6321, -3.16e+006, 4.37e+006, -3.924e+006, -3121, -5871, -3972
7620, 2.265, 1.71, -0.6755, -3.34e+006, 4.008e+006, -4.153e+006, -2858, -6209, -3647
7680, 2.339, 1.779, -0.7164, -3.503e+006, 3.626e+006, -4.362e+006, -2582, -6518, -3304
7740, 2.418, 1.853, -0.7544, -3.649e+006, 3.226e+006, -4.549e+006, -2293, -6795, -2944
7800, 2.502, 1.933, -0.7892, -3.778e+006, 2.811e+006, -4.715e+006, -1992, -7039, -2571
7860, 2.592, 2.019, -0.8202, -3.888e+006, 2.382e+006, -4.857e+006, -1682, -7249, -2184
7920, 2.688, 2.11, -0.8468, -3.979e+006, 1.942e+006, -4.977e+006, -1363, -7425, -1787
7980, 2.789, 2.207, -0.8687, -4.051e+006, 1.492e+006, -5.072e+006, -1038, -7564, -1381
8040, 2.895, 2.308, -0.8853, -4.104e+006, 1.035e+006, -5.142e+006, -707.1, -7666, -968.4
8100, 3.004, 2.413, -0.8962, -4.136e+006, 5.73e+005, -5.188e+006, -373, -7731, -550.9
8160, 3.116, 2.52, -0.9011, -4.148e+006, 1.081e+005, -5.208e+006, -37.08, -7759, -130.6
8220, 3.228, 2.628, -0.9, -4.141e+006, -3.573e+005, -5.203e+006, 299, -7749, 290.3
8280, 3.339, 2.735, -0.8927, -4.113e+006, -8.21e+005, -5.173e+006, 633.7, -7701, 709.8
8340, 3.447, 2.839, -0.8796, -4.065e+006, -1.281e+006, -5.118e+006, 965.1, -7616, 1126
8400, 3.551, 2.938, -0.861, -3.997e+006, -1.734e+006, -5.038e+006, 1292, -7494, 1536
8460, 3.65, 3.033, -0.8372, -3.91e+006, -2.179e+006, -4.934e+006, 1612, -7335, 1939
8520, 3.744, 3.122, -0.8088, -3.804e+006, -2.614e+006, -4.806e+006, 1924, -7141, 2332
8580, 3.831, 3.206, -0.7764, -3.679e+006, -3.035e+006, -4.654e+006, 2227, -6912, 2714
8640, 3.914, 3.283, -0.7403, -3.537e+006, -3.442e+006, -4.481e+006, 2519, -6650, 3082
8700, 3.99, 3.356, -0.7011, -3.377e+006, -3.833e+006, -4.285e+006, 2799, -6356, 3435
8760, 4.062, 3.423, -0.6592, -3.201e+006, -4.205e+006, -4.069e+006, 3064, -6032, 3772
8820, 4.129, 3.485, -0.615, -3.01e+006, -4.556e+006, -3.833e+006, 3315, -5678, 4090
8880, 4.191, 3.544, -0.5688, -2.804e+006, -4.885e+006, -3.578e+006, 3549, -5298, 4388
8940, 4.251, 3.599, -0.521, -2.584e+006, -5.191e+006, -3.307e+006, 3766, -4892, 4664
9000, 4.306, 3.65, -0.4717, -2.352e+006, -5.472e+006, -3.019e+006, 3965, -4463, 4918
9060, 4.36, 3.699, -0.4213, -2.109e+006, -5.726e+006, -2.717e+006, 4144, -4013, 5148
9120, 4.41, 3.745, -0.3698, -1.855e+006, -5.953e+006, -2.402e+006, 4303, -3544, 5353
9180, 4.459, 3.79, -0.3175, -1.593e+006, -6.151e+006, -2.075e+006, 4442, -3058, 5532
9240, 4.506, 3.832, -0.2646, -1.322e+006, -6.32e+006, -1.739e+006, 4558, -2558, 5684
9300, 4.552, 3.874, -0.2112, -1.046e+006, -6.458e+006, -1.394e+006, 4653, -2047, 5809
9360, 4.596, 3.914, -0.1573, -7.646e+005, -6.565e+006, -1.042e+006, 4726, -1526, 5906
9420, 4.64, 3.953, -0.1032, -4.794e+005, -6.641e+006, -6.854e+005, 4775, -998.4, 5975
9480, 4.684, 3.992, -0.04895, -1.92e+005, -6.685e+006, -3.255e+005, 4802, -466.6, 6015
9540, 4.727, 4.031, 0.005389, 9.637e+004, -6.697e+006, 3.586e+004, 4806, 66.97, 6027
9600, 4.77, 4.07, 0.05968, 3.843e+005, -6.677e+006, 3.971e+005, 4787, 599.7, 6010
9660, 4.813, 4.109, 0.1138, 6.703e+005, -6.625e+006, 7.564e+005, 4745, 1129, 5964
9720, 4.857, 4.148, 0.1677, 9.532e+005, -6.542e+006, 1.112e+006, 4680, 1653, 5890
9780, 4.902, 4.189, 0.2213, 1.232e+006, -6.427e+006, 1.463e+006, 4593, 2168, 5788
9840, 4.947, 4.23, 0.2743, 1.504e+006, -6.282e+006, 1.806e+006, 4485, 2673, 5658
9900, 4.994, 4.272, 0.3268, 1.769e+006, -6.107e+006, 2.141e+006, 4355, 3164, 5502
9960, 5.043, 4.317, 0.3785, 2.026e+006, -5.902e+006, 2.466e+006, 4204, 3640, 5320
1.002e+004, 5.094, 4.363, 0.4293, 2.273e+006, -5.67e+006, 2.779e+006, 4034, 4099, 5113
1.008e+004, 5.147, 4.412, 0.4791, 2.51e+006, -5.411e+006, 3.079e+006, 3845, 4538, 4881
1.014e+004, 5.202, 4.463, 0.5277, 2.734e+006, -5.126e+006, 3.364e+006, 3637, 4955, 4627
1.02e+004, 5.261, 4.517, 0.5747, 2.946e+006, -4.817e+006, 3.634e+006, 3412, 5348, 4351
1.026e+004, 5.324, 4.576, 0.6201, 3.144e+006, -4.485e+006, 3.886e+006, 3172, 5716, 4055
1.032e+004, 5.39, 4.638, 0.6635, 3.326e+006, -4.131e+006, 4.12e+006, 2916, 6057, 3739
1.038e+004, 5.461, 4.704, 0.7045, 3.493e+006, -3.758e+006, 4.334e+006, 2646, 6368, 3406
1.044e+004, 5.537, 4.776, 0.7429, 3.644e+006, -3.368e+006, 4.528e+006, 2364, 6650, 3057
1.05e+004, 5.618, 4.853, 0.7782, 3.777e+006, -2.961e+006, 4.701e+006, 2071, 6900, 2693
1.056e+004, 5.705, 4.935, 0.81, 3.892e+006, -2.54e+006, 4.851e+006, 1768, 7117, 2317
1.062e+004, 5.797, 5.023, 0.8378, 3.989e+006, -2.108e+006, 4.979e+006, 1457, 7301, 1930
1.068e+004, 5.895, 5.116, 0.861, 4.067e+006, -1.665e+006, 5.083e+006, 1139, 7450, 1534
1.074e+004, 5.997, 5.214, 0.8794, 4.125e+006, -1.214e+006, 5.163e+006, 815.8, 7563, 1131
1.08e+004, 6.103, 5.316, 0.8924, 4.164e+006, -7.582e+005, 5.218e+006, 488.5, 7641, 722.2
1.086e+004, 6.212, 5.42, 0.8997, 4.184e+006, -2.982e+005, 5.249e+006, 159, 7683, 310.2
1.092e+004, 0.03896, 5.526, 0.9012, 4.184e+006, 1.631e+005, 5.255e+006, -171.3, 7688, -103.2
1.098e+004, 0.1487, 5.631, 0.8968, 4.163e+006, 6.236e+005, 5.237e+006, -500.7, 7657, -516.2
1.104e+004, 0.2564, 5.735, 0.8866, 4.123e+006, 1.081e+006, 5.194e+006, -827.9, 7590, -926.7
1.11e+004, 0.3609, 5.835, 0.8709, 4.064e+006, 1.534e+006, 5.126e+006, -1151, 7487, -1333
1.116e+004, 0.4609, 5.93, 0.85, 3.985e+006, 1.979e+006, 5.034e+006, -1469, 7348, -1733
1.122e+004, 0.5558, 6.021, 0.8245, 3.888e+006, 2.415e+006, 4.918e+006, -1780, 7175, -2125
1.128e+004, 0.6452, 6.106, 0.7947, 3.772e+006, 2.839e+006, 4.779e+006, -2082, 6967, -2507
1.134e+004, 0.7291, 6.185, 0.7611, 3.638e+006, 3.25e+006, 4.617e+006, -2375, 6726, -2877
1.14e+004, 0.8076, 6.259, 0.7242, 3.487e+006, 3.646e+006, 4.434e+006, -2657, 6454, -3233
1.146e+004, 0.881, 0.04534, 0.6844, 3.32e+006, 4.024e+006, 4.23e+006, -2926, 6151, -3575
1.152e+004, 0.9497, 0.1097, 0.6421, 3.136e+006, 4.383e+006, 4.005e+006, -3181, 5818, -3899
1.158e+004, 1.014, 0.1697, 0.5977, 2.938e+006, 4.722e+006, 3.762e+006, -3421, 5458, -4206
1.164e+004, 1.075, 0.226, 0.5515, 2.726e+006, 5.038e+006, 3.501e+006, -3645, 5072, -4492
1.17e+004, 1.132, 0.2788, 0.5036, 2.501e+006, 5.33e+006, 3.224e+006, -3852, 4662, -4758
1.176e+004, 1.186, 0.3288, 0.4544, 2.264e+006, 5.597e+006, 2.931e+006, -4041, 4229, -5001
1.182e+004, 1.238, 0.3762, 0.4041, 2.017e+006, 5.837e+006, 2.624e+006, -4211, 3776, -5220
1.188e+004, 1.288, 0.4215, 0.3528, 1.759e+006, 6.049e+006, 2.305e+006, -4360, 3305, -5415
1.194e+004, 1.336, 0.4649, 0.3006, 1.494e+006, 6.233e+006, 1.975e+006, -4489, 2817, -5584
1.2e+004, 1.382, 0.5068, 0.2479, 1.221e+006, 6.387e+006, 1.635e+006, -4597, 2316, -5727
1.206e+004, 1.427, 0.5476, 0.1945, 9.426e+005, 6.511e+006, 1.288e+006, -4683, 1804, -5843
1.212e+004, 1.471, 0.5874, 0.1408, 6.596e+005, 6.604e+006, 9.346e+005, -4747, 1282, -5931
1.218e+004, 1.515, 0.6266, 0.08675, 3.734e+005, 6.665e+006, 5.768e+005, -4788, 754.3, -5991
1.224e+004, 1.558, 0.6655, 0.0325, 8.55e+004, 6.694e+006, 2.163e+005, -4806, 222.2, -6023
1.23e+004, 1.601, 0.7042, -0.02184, -2.028e+005, 6.691e+006, -1.453e+005, -4802, -311.5, -6025
1.236e+004, 1.644, 0.743, -0.07618, -4.902e+005, 6.657e+006, -5.062e+005, -4774, -844.1, -5999
1.242e+004, 1.688, 0.7822, -0.1304, -7.753e+005, 6.59e+006, -8.647e+005, -4723, -1373, -5945
1.248e+004, 1.732, 0.8221, -0.1844, -1.057e+006, 6.492e+006, -1.219e+006, -4650, -1896, -5862
1.254e+004, 1.777, 0.8629, -0.2381, -1.333e+006, 6.363e+006, -1.568e+006, -4555, -2411, -5751
1.26e+004, 1.824, 0.9048, -0.2913, -1.603e+006, 6.203e+006, -1.909e+006, -4437, -2914, -5612
1.266e+004, 1.872, 0.9483, -0.3439, -1.865e+006, 6.013e+006, -2.24e+006, -4298, -3404, -5446
1.272e+004, 1.921, 0.9937, -0.3958, -2.118e+006, 5.795e+006, -2.562e+006, -4138, -3878, -5254
1.278e+004, 1.973, 1.041, -0.4468, -2.361e+006, 5.548e+006, -2.87e+006, -3958, -4334, -5036
1.284e+004, 2.028, 1.091, -0.4967, -2.593e+006, 5.275e+006, -3.165e+006, -3759, -4770, -4794
1.29e+004, 2.085, 1.144, -0.5453, -2.812e+006, 4.976e+006, -3.445e+006, -3541, -5182, -4528
1.296e+004, 2.146, 1.201, -0.5923, -3.017e+006, 4.654e+006, -3.708e+006, -3306, -5570, -4241
1.302e+004, 2.211, 1.261, -0.6375, -3.208e+006, 4.308e+006, -3.954e+006, -3055, -5932, -3933
1.308e+004, 2.28, 1.326, -0.6806, -3.383e+006, 3.942e+006, -4.18e+006, -2789, -6265, -3605
1.314e+004, 2.354, 1.396, -0.7212, -3.542e+006, 3.557e+006, -4.386e+006, -2509, -6568, -3260
1.32e+004, 2.433, 1.471, -0.7589, -3.684e+006, 3.155e+006, -4.571e+006, -2217, -6840, -2899
1.326e+004, 2.518, 1.551, -0.7932, -3.808e+006, 2.737e+006, -4.733e+006, -1914, -7078, -2524
1.332e+004, 2.609, 1.638, -0.8237, -3.914e+006, 2.306e+006, -4.873e+006, -1601, -7282, -2136
1.338e+004, 2.706, 1.73, -0.8498, -4e+006, 1.864e+006, -4.99e+006, -1280, -7451, -1738
1.344e+004, 2.807, 1.827, -0.871, -4.067e+006, 1.413e+006, -5.082e+006, -953.4, -7584, -1331
1.35e+004, 2.914, 1.929, -0.8869, -4.114e+006, 9.546e+005, -5.149e+006, -621.8, -7680, -917.3
1.356e+004, 3.023, 2.035, -0.8971, -4.142e+006, 4.918e+005, -5.192e+006, -287.1, -7738, -499.3
1.362e+004, 3.135, 2.142, -0.9013, -4.149e+006, 2.672e+004, -5.209e+006, 49.07, -7759, -78.87
1.368e+004, 3.247, 2.25, -0.8994, -4.136e+006, -4.385e+005, -5.201e+006, 385, -7743, 342
1.374e+004, 3.358, 2.356, -0.8914, -4.103e+006, -9.017e+005, -5.168e+006, 719, -7688, 761.1
1.38e+004, 3.466, 2.459, -0.8776, -4.05e+006, -1.36e+006, -5.11e+006, 1049, -7597, 1176
1.386e+004, 3.569, 2.559, -0.8583, -3.977e+006, -1.813e+006, -5.027e+006, 1375, -7468, 1586
1.392e+004, 3.668, 2.653, -0.834, -3.885e+006, -2.256e+006, -4.92e+006, 1693, -7303, 1988
1.398e+004, 3.761, 2.741, -0.8051, -3.774e+006, -2.688e+006, -4.789e+006, 2003, -7103, 2380
1.404e+004, 3.848, 2.824, -0.7721, -3.645e+006, -3.108e+006, -4.634e+006, 2303, -6869, 2760
1.41e+004, 3.929, 2.901, -0.7356, -3.498e+006, -3.512e+006, -4.458e+006, 2592, -6601, 3126
1.416e+004, 4.005, 2.972, -0.6961, -3.334e+006, -3.899e+006, -4.26e+006, 2868, -6302, 3478
1.422e+004, 4.076, 3.039, -0.6539, -3.154e+006, -4.267e+006, -4.041e+006, 3130, -5972, 3812
1.428e+004, 4.142, 3.101, -0.6094, -2.959e+006, -4.615e+006, -3.803e+006, 3377, -5614, 4127
1.434e+004, 4.205, 3.159, -0.563, -2.749e+006, -4.941e+006, -3.546e+006, 3607, -5228, 4422
1.44e+004, 4.263, 3.213, -0.515, -2.526e+006, -5.242e+006, -3.272e+006, 3819, -4818, 4696
1.446e+004, 4.319, 3.264, -0.4656, -2.291e+006, -5.518e+006, -2.983e+006, 4013, -4386, 4947
1.452e+004, 4.372, 3.313, -0.415, -2.045e+006, -5.768e+006, -2.679e+006, 4187, -3932, 5174
1.458e+004, 4.422, 3.359, -0.3635, -1.789e+006, -5.99e+006, -2.362e+006, 4341, -3460, 5376
1.464e+004, 4.471, 3.403, -0.3111, -1.524e+006, -6.183e+006, -2.035e+006, 4474, -2972, 5552
1.47e+004, 4.518, 3.446, -0.2581, -1.252e+006, -6.346e+006, -1.697e+006, 4585, -2470, 5701
